ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLSSRM_NM,TROBL_TY_NM,OPER_TIME_CN,CLSSRM_INTRCN_CN,RCRIT_PD,OPER_PD
조정,,경기,군포시,군포시 실내조정 체력운동교실,지적장애,14:00~16:00,,20220101~20221231,20220101~20221231
조정,,전남,목포시,2022 전남 목포시 장애인조정교실,기타장애,14:00~16:00,,20220301~20220331,20220404~20220713
조정,,전남,나주시,2022 전남 나주시 장애인생활체육 조정교실,지적장애,16:30~17:30,,20220301~20220331,20220411~20221024
조정,,전남,순천시,2022 전남 순천시 장애인생활체육 조정교실,지적장애,10:00~11:30,,20220301~20220323,20220324~20220915
조정,,충남,보령시,(시비)2022년 직장인 실내조정 교실,지적장애,화 13:00~15:00,,20220315~20221018,20220315~20221018
조정,,경기,고양시,고양시 실내조정 교실,지적장애,10:00-12:00,,20220101~20221231,20220101~20221231
조정,,전남,순천시,2022 전남 순천시 장애인생활체육 조정교실(기금),지적장애,15:30~16:30,기금사업,20220201~20220231,20220317~20220915
조정,,경기,성남시,성남시 장애인 조정교실,시각장애,10:00-12:00,,20220101~20221231,20220101~20221231
축구,,경북,포항시,2022 포항바이오파크지적장애인 어울림 축구교실(포항바이오파크),지적장애,"토, 10:00~12:00",,20220301~20220930,20220403~20221008
축구,,경남,창원시,(지방비)2022년 경남시각장애인축구생활체육교실,시각장애,목 14:00-16:00,,20220401~20220930,20220401~20220930
축구,,광주,서구,(시비)2022 지적장애인 축구교실(한동기),지적장애,매주 일 14:30~18:00,,20220103~20220416,20220417~20221002
축구,,대전,중구,2022 축구 생활체육교실,지적장애,"수, 금 14:30 ~ 15:30",,20220914~20221209,20220914~20221209
축구,,대전,중구,대전 데프 농아인 축구회,청각장애,일 20:00 ~ 22:00,,20220403~20221127,20220403~20221127
축구,,충남,천안시,(시비)골때리는농아인여성풋살교실,청각장애,금/토 19:00~21:00,,20221014~20221210,20221014~20221210
축구,,경남,창원시,(기금)2022년 경남장애인 어울림축구교실,지적장애,"월,수,금 18:00-19:00",,20220401~20220930,20220401~20220930
축구,,경남,통영시,(지방비)2022년 통영시 장애인축구 생활체육교실,지적장애,화 18:00-20:00,,20220401~20220930,20220401~20220930
축구,,전북,진안군,2022 전북장애인생활체육 축구교실(진안),청각장애,10:30~11:30,,20220101~20220301,20220601~20221231
축구,,경기,평택시,평택시 FC이음터 풋살교실(시군),지적장애,10:30-12:30,,20220101~20221231,20220101~20221231
축구,,충남,보령시,(시비) 2022년 장애청소년 생활체육 바람돌이 축구교실,지적장애,월 16:30~17:30,,20220323~20221031,20220404~20221031
축구,,충북,청주시,2022년 실내축구교실,지적장애,금 11:00~12:00,,20220201~20220331,20220331~20221031
축구,,경기,안성시,안성시 축구 교실(시군),지적장애,18:30-19:30,,20220101~20221231,20220101~20221231
축구,,울산,중구,2022 울산 지적장애인 생활체육 축구교실,지적장애,매주 화요일 10:30~11:30,-축구교실을 통해 체력증진 및 내적스트레스 해소의 기회 제공  -축구를 통한 생활체육활동 강화  -게임 및 놀이등 흥미유발을 통한 수업진행,20220101~20221130,20220101~20221130
축구,,울산,남구,2022 울산 성인발달장애인 풋살교실-우리모두스트라이커,지적장애,매주 월요일 10:00~11:00,-발달장애인들의 대내외적인 활동의 필요 요소들을 형성  -스포츠 욕구를 충족시키며 단체수업을 통한 공동체 의식을 높인다.,20220101~20221130,20220101~20221130
축구,,인천,서구,2022년 인천발달장애인 성인축구교실,지적장애,수 13:00 ~ 15:00,사업명: 2022년 인천발달장애인 성인축구교실  운영일시:수(13:00 ~ 15:00)  운영장소:신석체육공원풋살장  운영종목:축구,20220401~20221231,20220401~20221231
축구,,경기,성남시,(국비) 축구클럽,지적장애,목 12:00~13:00,,20220401~20220730,20220401~20221130
축구,,경기,광주시,광주시 지적풋살교실(시군),지적장애,11:00-12:00,,20220101~20221231,20220101~20221231
축구,,경북,포항시,2022년 지적장애인축구교실(엘림소망의집),지적장애,"화, 10:30~11:30",,20220301~20220930,20220405~20221018
축구,,인천,남동구,우리들의 헬스토리,지적장애,월 10:00 ~ 12:00,사업명: 우리들의 헬스토리  운영일시:월 10:00 ~ 12:00 / 목 14:00 ~ 16:00  운영장소:남동장애인종합복지관 / 서창블루fc  운영종목:헬스 및 축구,20220401~20221231,20220401~20221231
축구,,경북,안동시,함께하는 투게더위캔 축구교실(협동조합 동행),지적장애,"목, 13:00~14:30",,20220301~20220930,20220407~20220929
축구,,대전,동구,2022년 파란나무 축구교실,지적장애,토 10:00 ~ 12:00,,20220507~20221105,20220507~20221105
축구,,인천,부평구,축구교실,지적장애,수 13:00 ~ 15:00,사업명:축구교실  운영일시:수(13:00 ~ 15:00)  운영장소:부평주니어fc  운영종목:축구,20220401~20221231,20220401~20221231
축구,,경기,시흥시,시흥시 하나더하기FC 풋살교실(시군),지적장애,18:00-19:00,,20220101~20221231,20220101~20221231
축구,,충남,청양군,(기금)청양지적장애축구교실,지적장애,-,,20220101~20221231,20220101~20221231
축구,,전북,부안군,풋살 교실,기타장애,"수,토 14:00-15:00",,20220101~20221231,20220101~20221231
축구,,서울,송파구,2022 송파구 지적장애인 축구교실,지적장애,목 16:00-18:00,,20220401~20220930,20220401~20220930
축구,,충남,금산군,(도비)지적장애 축구교실,지적장애,-,,20220301~20221130,20220301~20221130
축구,,세종,,청각장애 축구교실,청각장애,매주 일 오후 16:00~18:00,,20220201~20220310,20220320~20220828
축구,,충남,홍성군,(기금)홍성군 풋살교실,지적장애,-,,20220101~20221231,20220101~20221231
컬링,,충북,청주시상당구,2022 장애인생활체육 너도나도컬링교실,청각장애,"토,일 10:00~12:00",,20220201~20220331,20220331~20221031
컬링,,경남,창원시,(기금)2022년 경남장애인 어울림컬링교실,지적장애,"07:00~09:00,18:00~20",,20220401~20220930,20220401~20220930
컬링,,전남,목포시,2022 전남 목포시 장애인생활체육 여성청각컬링교실,청각장애,17:00~18:00,,20220401~20220431,20220502~20221114
컬링,,경북,구미시,2022년 성인발달장애인 컬링교실(다봉주간보호센터),지적장애,"금, 10:30~11:30",,20220301~20220930,20220401~20221031
컬링,,서울,서대문구,2022 서대문구 장애인컬링교실,뇌병변장애,목 10:30-11:30,,20220407~20220922,20220407~20220922
탁구,,경기,오산시,오산시 탁구교실 &quot;핑퐁 스매싱&quot;(시군),지체장애,10:00-12:00,,20220101~20221231,20220101~20221231
탁구,,충남,보령시,(시비) 2022년 장애청소년 탁구교실,지적장애,금 09:55~10:40,,20220401~20221101,20220408~20221111
탁구,,강원,양구군,(도비) 강원도지적발달장애인복지협회 양구군지부 발달장애인 탁구교실,지적장애,매주 수 13:00-15:00,ㅇ 발달장애인의 체력증진과 건강유지를 위한 탁구교실,20220301~20220331,20220406~20221026
탁구,,강원,속초시,(국비) 속초시장애인체육회 혼합장애인 탁구교실,지체장애,매주 수 13:30-15:00,ㅇ 단체활동으로 스트레스 해소 및 장애인들의 건강증진을 위한 탁구교실,20220301~20220331,20220406~20221026
탁구,,대구,남구,2022년 대구지체장애인탁구생활체육교실(지장협남구),지체장애,0000,안녕하십니까. 대구 남구에 위치한 대구지체장애인협회 남구지회 탁구교실입니다. 탁구를 통해 회원들의 기초체력증진 및 취미생활을 도모하고자 합니다. 회원분들의 많은 관심부탁드립니다,20220207~20220210,20220401~20221031
탁구,,강원,속초시,(지방비) 속초시장애인복지센터 지적장애인 탁구교실,지적장애,매주 목 13:00~15:00,속초시장애인복지센터,20220301~20220331,20220401~20221031
탁구,,강원,강릉시,(지방비) 강원도 강릉시 장애인 탁구교실,지체장애,매주 수 14:00~17:00,강릉시장애인체육회,20220301~20220331,20220406~20221130
탁구,,충북,단양군,2022 단양군장애인생활체육 탁구교실,뇌병변장애,수 14:00~16:00,,20220201~20220331,20220331~20221031
탁구,,대구,동구,2022년 대구직장장애인탁구생활체육교실(동행),지적장애,매주 수 13:00~14:00,같은 직장을 다니는 장애인들의 탁구체육교실입니다.,20220101~20220130,20220401~20221201
탁구,,부산,연제구,2022년 탁구 교실 올탁구나!,기타장애,매주수요일 15:00~16:30,,20220301~20220322,20220323~20221026
탁구,,부산,북구,2022년 북구장애인체육회 쓰리짱 탁구교실,기타장애,목요일 15:00~16:00,,20220201~20220228,20220301~20221031
탁구,,강원,태백시,(지방비) 강원도 태백시 장애인 탁구교실,지적장애,매주 금 14:00~16:00,태백장애인종합복지관,20220301~20220331,20220401~20220930
탁구,,강원,홍천군,(지방비) 강원도 홍천군 장애인 복지관 탁구 교실,뇌병변장애,매주 금 10:00~12:00,홍천군장애인복지관,20220301~20220331,20220401~20221028
탁구,,부산,사상구,2022년 부산소테리아하우스 탁구교실,기타장애,매주금요일 14:30~15:30,,20220201~20220228,20220301~20221130
탁구,,부산,해운대구,2022년 성인 장애인 탁구 교실,기타장애,매주 금요일 14:00~16:00,,20220301~20220324,20220325~20221209
탁구,,경기,김포시,김포시 장애인 탁구교실(시군),지체장애,"(화,수,목,금)14:00~16:00",김포시장애인탁구교실 입니다.,20220101~20221231,20220101~20221231
탁구,,충북,음성군,2022년 음성장애인자립생활센터탁구교실,뇌병변장애,수 13:30~15:00,,20220201~20220331,20220331~20221031
탁구,,경기,화성시,화성시 탁구 교실(시군),지적장애,16:00-18:00,,20220101~20221231,20220101~20221231
탁구,,대전,대덕구,2022 햇살탁구교실,기타장애,월 10:30 ~ 12:00,,20220613~20221226,20220613~20221226
탁구,,충북,진천군,2022년 장애인생활체육 핑퐁 탁구교실,지체장애,목 15:00-17:00,,20220201~20220331,20220331~20221031
탁구,,경북,김천시,2022년 탁구 생활체육교실(김천시장애인종합복지관),기타장애,"금, 10:00~11:00",,20220301~20220930,20220401~20220923
탁구,,울산,남구,2022 울산지체장애인 생활체육 탁구교실-핑퐁교실,지체장애,매주 목요일 12:50~13:50,-지체장애인의 체력강화 및 체계적이고 지속적인 훈련  -탁구 기본기 훈련을 통한 취미 활동 증진  -정기적인 운동모임으로 유대감 형성 및 스트레스 해소,20220101~20221130,20220101~20221130
탁구,,울산,중구,2022 울산지체장애인 생활체육탁구교실-제2장애인체육관,지체장애,매주 수요일 11:00~12:00,-탁구 기본기 훈련을 통한 취미활동 증진  -생활 탁구의 활성화  -장애인 체력강화와 지속적인 체계적인 훈련,20220101~20221130,20220101~20221130
탁구,,충북,보은군,2022년 장애인생활체육 어울림 탁구교실,뇌병변장애,금 14:00-15:30,,20220201~20220331,20220331~20221031
탁구,,경북,청도군,2022년 청도군 농아인 탁구교실(청도군수어통역센터),청각장애,"4일9일, 10:30~12:00",,20220301~20220930,20220409~20220929
탁구,,충북,제천시,2022년 제천시장애인생활체육 이하핑퐁탁구교실,지적장애,금 13:20~14:40,,20220201~20220331,20220331~20221031
탁구,,경북,경산시,척수장애인 생활체육 탁구교실(경산시척수장애인협회),지체장애,"금, 15:00~17:00",,20220301~20220930,20220401~20220930
탁구,,인천,서구,생활88탁구교실,지체장애,월 14:00~16:00,사업명:생활88탁구교실  운영일시:월 14:00~16:00  운영장소:인천지체장애인협회 서구지회  운영종목:탁구,20220401~20221231,20220401~20221231
탁구,,경기,성남시,성남시 탁구교실,지체장애,10:00~12:00,,20220101~20221231,20220101~20221231
탁구,,인천,연수구,발달장애인 탁구교실&quot;올 탁구나&quot;,지적장애,화 13:30 ~ 15:30,사업명:발달장애인 탁구교실&quot;올 탁구나&quot;  운영일시:화(13:30 ~ 15:30)  운영장소:연수탁구장  운영종목:탁구,20220401~20221231,20220401~20221231
탁구,,인천,남구,인천시장애인생활체육탁구교실,지체장애,화 14:30 ~ 15:30,사업명:인천시장애인생활체육탁구교실  운영일시:화요일(14:30 ~ 15:30)  운영장소:문학장애인전용탁구장  운영종목:탁구,20220401~20221231,20220401~20221231
탁구,,충북,충주시,2022년 장애인생활체육 어울림 탁구교실,지적장애,화 13:30~14:30,,20220201~20220331,20220331~20221031
탁구,,경북,영천시,여성 농아인 탁구교실(영천시농아인협회),청각장애,"목, 11:00~12:00",,20220301~20220930,20220401~20221031
탁구,,충북,충주시,2022년 다사랑 탁구교실,지적장애,월 19:00~20:00,,20220201~20220331,20220331~20221031
탁구,,경기,화성시,화성시 참나리 탁구 교실,지적장애,14:00-16:00,,20220101~20221231,20220101~20221231
탁구,,경기,파주시,파주시 하울회 탁구 교실,지적장애,18:00-18:50,,20220101~20221231,20220101~20221231
탁구,,경기,파주시,파주시 핑퐁 탁구교실,지적장애,14:00-16:00,,20220101~20221231,20220101~20221231
탁구,,경북,영주시,2022년 어르신탁구생활체육교실(영주시장애인종합복지관),기타장애,"목, 10:00~12:00",,20220301~20220930,20220407~20220922
탁구,,충북,충주시,2022년 해피하우스다솜 탁구교실,지적장애,수 10:00~12:00,,20220201~20220331,20220331~20221031
탁구,,울산,남구,2022 울산 무거복지센터 탁구교실-탁구나라 행복나라,지적장애,매주 금요일 14:00~15:00,-탁구를 통한 생활체육활동 강화  -팀으로 나누어 단순한 동작의 반복으로 이용자 특성에 맞는 사업 진행  -전문인력의 지도하에 지속적인 훈련,20220101~20221130,20220101~20221130
탁구,,충남,보령시,(도비)장애청소년 탁구교실,지적장애,금 14:50~15:30,,20220301~20221130,20220301~20221130
탁구,,경북,영천시,영스타탁구동호회(영스타탁구동호회),기타장애,"화, 10:00~11:30",,20220301~20220930,20220405~20220920
탁구,,울산,중구,2022 울산 장애인 생활체육 탁구교실-장애인문화센터,지체장애,매주 목요일 10:00~11:00,-울산에 거주하는 장애인들을 대상으로 생활체육교실을 운영  -참여회원들의 체력 향상 및 높은 호응도로 생활에 활력소 부여  -탁구를 통한 신체기능 향상 및 증대,20220101~20221130,20220101~20221130
탁구,,경기,,경기도장애인탁구협회 탁구 교실,지체장애,10:00-12:00,,20220101~20221231,20220101~20221231
탁구,,충남,아산시,(도비)2022년 좋은탁구교실,지적장애,-,,20220301~20221130,20220301~20221130
탁구,,경기,의왕시,의왕시 장애인 탁구교실,지체장애,14:00-16:00,,20220101~20221231,20220101~20221231
탁구,,충남,서산시,(도비)장애청소년 탁구교실,지적장애,-,,20220301~20221130,20220301~20221130
탁구,,울산,남구,2022시각장애인탁구교실_울산시각장애인복지관,시각장애,매주월요일10:00~11:30,,20220101~20221130,20220101~20221231
탁구,,경기,용인시,용인시 장애인 시각탁구교실,시각장애,14:00-16:00,,20220101~20221231,20220101~20221231
탁구,,경기,용인시,용인시 탁구생활체육교실,지체장애,11:00-12:00,,20220101~20221231,20220101~20221231
탁구,,경기,연천군,연천군 탁구 교실,지체장애,15:00-16:00,,20220101~20221231,20220101~20221231
탁구,,충남,청양군,(기금)청양탁구교실,청각장애,-,,20220101~20221231,20220101~20221231
탁구,,경기,안양시,안양시 탁구 교실,지적장애,10:00-12:00,,20220101~20221231,20220101~20221231
탁구,,경기,안산시,안산시 에이스 탁구 교실,뇌병변장애,10:00-12:00,,20220101~20221231,20220101~20221231
탁구,,경기,시흥시,시흥시 탁구 교실,지체장애,13:00-15:00,,20220101~20221231,20220101~20221231
탁구,,전남,여수시,2022 전남 여수시 장애인생활체육 중증탁구교실,기타장애,13:30~15:30,,20220301~20220331,20220405~20221025
탁구,,경남,창원시,(기금)2022년 경남지적장애인 탁구교실,지적장애,"화,목 13:00-14:00",,20220401~20220930,20220401~20220930
탁구,,경남,합천군,(기금)2022년 합천시각탁구생활체육교실,시각장애,월 10:00~12:00,,20220401~20220930,20220401~20220930
탁구,,전남,순천시,2022 전남 순천시 장애인생활체육 척수장애인탁구교실,지체장애,14:00~15:00,,20220301~20220331,20220408~20220923
탁구,,충남,천안시,(시비)함께하는곰두리탁구교실,지체장애,수/목 13:30~15:30,,20221005~20221222,20221005~20221222
탁구,,대구,중구,2022년 대구여성장애인탁구생활체육교실(재활협회),지체장애,0000,생활체육 참여기회가 적은 여성장애인에게 탁구교실을 통해 흥미유발  및 생활체육 참여기회를 제공함으로써 사회성 향상 및 사회통합,20220301~20221028,20220418~20221028
탁구,,경남,사천시,(지방비)2022년 사천시장애인휠체어탁구교실,지체장애,수 14:00~16:00,,20220401~20220930,20220401~20220930
탁구,,전남,목포시,2022 전남 목포시 장애인생활체육 탁구교실,지체장애,14:00~16:00,,20220301~20220331,20220405~20221025
탁구,,전남,담양군,2022 전남 담양군 장애인생활체육 탁구교실,기타장애,13:00~14:00,,20220301~20220331,20220404~20220431
탁구,,광주,남구,(기금) 2022 지체장애인 탁구교실 (남구장애인체육회-정은종),지체장애,매주 화 15:00~16:30,지체장애인을 위한 탁구교실,20220302~20220330,20220405~20221025
탁구,,전남,담양군,2022 전남 담양군 청각장애인생활체육 탁구교실,청각장애,10:30~11:30,,20220401~20220430,20220504~20221019
탁구,,경기,과천시,과천시 탁구 교실,지적장애,14:00-15:00,,20220101~20221231,20220101~20221231
탁구,,전남,담양군,2022 전남 담양군 장애인생활체육 탁구교실,지적장애,14:30~15:30,,20220301~20220331,20220407~20221103
탁구,,전남,구례군,2022 전남 구례군 장애인생활체육 탁구교실,지체장애,10:00~11:00,,20220301~20220331,20220421~20221031
탁구,,전북,군산시,2022년 전북장애인생활체육 군산어울림탁구교실,지체장애,매주 수 18:30~20:30,,20220101~20220330,20220601~20221123
탁구,,전북,군산시,2022년 전북장애인생활체육 군산시장애인탁구교실,기타장애,매주 토요일 13:00~15:00,,20220101~20220330,20220601~20221130
탁구,,경기,부천시,부천시 탁구교실,지적장애,17:30-18:30,,20220101~20221231,20220101~20221231
탁구,,대구,중구,2022년 대구시각장애인탁구생활체육교실(시각스포츠연맹),시각장애,"매주 화,수 14:00~16:00","시각 장애인 탁구교실을 통해 여가시간 활용, 새로운 인간관계형성을 마련하고 중도실명 시각장애인의 스포츠 활동 참여로 재활을 돕고 사회 활동의 기회를 제공한다.",20220301~20220330,20220412~20221005
탁구,,전남,강진군,2022 전남 강진군 장애인생활체육 언어/청각 탁구교실,청각장애,10:00~11:00,,20220301~20220331,20220406~20221005
탁구,,전남,강진군,2022 전남 강진군 장애인생활체육 탁구교실,지체장애,14:30~15:30,,20220301~20220331,20220401~20221131
탁구,,경남,창원시,(지방비)창원탁사모 장애인탁구 생활체육교실,지적장애,수요일 14:00-17:00,,20220401~20220930,20220401~20220930
탁구,,전북,부안군,아리울 탁구 교실,기타장애,"월,화 10:00-12:00",,20220101~20221231,20220101~20221231
탁구,,서울,노원구,2022 노원구 북부복지관 장애인탁구교실,뇌병변장애,목 14:00-16:00,,20220407~20220922,20220407~20220922
탁구,,전북,순창군,탁구교실,지체장애,10:00~11:30,,22.01.01~22.12.31,22.01.01~22.12.31
탁구,,전북,진안군,2022 전북장애인생활체육 탁구교실(진안),기타장애,10:00~11:30,,20220101~20220301,20220601~20221231
탁구,,광주,서구,(기금) 2022 장애인생활체육 탁구교실(김창휘),지체장애,매 주 토 14:00~16:00,,20220321~20220325,20220402~20220930
탁구,,대구,서구,2022년 대구지적장애인탁구생활체육교실(서구주간),지적장애,매주 목 오전 10시 30분,"서구장애인주간보호센터 이용장애인을 대상으로 코로나19로 인해 현저히 줄어든 운동량을 증가시켜 체력을 증진시키고,  심리ㆍ정서적 안정 및 스트레스를 감소시키기 위한 탁구 교실입니다.",20220128~20220207,20220401~20221030
탁구,,광주,동구,(기금) 2022 혼합및기타장애인 탁구가교실,기타장애,매 주 수 10:00~12:00,,20220328~20220331,20220406~20221130
탁구,,서울,강북구,2022 강북구 지체 어르신장애인 탁구교실,지체장애,"월,수 10:00-12:00",,20220404~20220928,20220404~20220928
탁구,,전북,장수군,2022 전북장애인탁구교실(장수),지체장애,19:00~21:00,,20220401~20220531,20220601~20221130
탁구,,대구,달서구,2022년 대구발달장애인탁구생활체육교실(교육협회),지적장애,0000,"탁구교실 “똑딱이”는 코로나 상황에 놓인 장애인들에게 신체재활 및 사회심리재활을 유도하고자 사이언스특수체육센터에서 준비한 프로그램입니다.     또한, 프로그램의 참여를 통해 장애인의 일상생활능력을 강화함과 더불어 성취감 및 자신감을 고취시키는 데 중점을 두고 있습니다. 모집인원은 지적장애를 가진 장애학생 10명을 대상으로 매주 수요일 17:00에서 18:00까지 1시간으로 교실을 운영할 것입니다. 교실 프로그램은 20회로 구성하며 탁구 라켓 잡기의 기초부터 시작하여 최종적으로 자체시합을 할 수 있는 수준까지로 교실 프로그램의 목표를 두고 있습니다.",20220401~20220430,20220501~20221031
탁구,,경기,군포시,(국비) 탁구클럽,지체장애,"월, 수 13:00 ~ 15:00",,20220401~20220730,20220401~20221130
탁구,,경기,군포시,(국비) 어르신 탁구교실,뇌병변장애,"화, 목 10:00 ~ 11:00",,20220401~20220730,20220401~20221130
탁구,,서울,강동구,강동구 지적장애인 센터봄 탁구교실,지적장애,금 13:30-14:30,,20220408~20221007,20220408~20221007
탁구,,광주,광산구,(기금) 2022 지적장애인 탁구교실(기혜지),지적장애,매주 목 13:30~15:00,참조은주간보호센터 지적장애인 탁구교실,20220110~20220125,20220407~20220929
탁구,,광주,서구,(기금) 2022 지체장애인 탁구교실(김철희),지체장애,매주 금 14:00~15:00,(기금 ) 2022 지체장애인 탁구교실,20220314~20220331,20220401~20220930
탁구,,경기,안양시,(국비) 어르신 탁구교실,뇌병변장애,목 15:00 ~ 15:50,,20220401~20220730,20220401~20221130
탁구,,경남,사천시,(기금)2022년 사천시 장애인 휠체어 탁구교실,지체장애,수 14:00~16:00,,20220401~20220930,20220401~20220930
태권도,,서울,관악구,2022 강동구 지적장애인 태권도교,지적장애,화 13:30-14:30,,20220405~20220913,20220405~20220913
태권도,,서울,영등포구,2022 영등포구 지적장애인 태권도교실,지적장애,"화,목 10:30-11:30",,20220401~20220930,20220401~20220930
태권도,,충남,보령시,(시비)2022년 발달장애인 태권도 교실,지적장애,목 10:30~11:30,,20220301~20221031,20220301~20221031
태권도,,전남,여수시,2022 전남 여수시 장애인생활체육 태권도교실,기타장애,10:30~11:30,,20220301~20220331,20220405~20021003
태권도,,경남,거제시,(기금) 2022년 거제시 장애청소년 태권도 생활체육교실,지적장애,금 17:00-18:00,,20220401~20220930,20220401~20220930
태권도,,전북,전주시,2022 전북장애인생활체육 경원태권도,지적장애,24회,,20220101~20220430,20220601~20221130
태권도,,경기,광주시,광주시 향림재활원 태권도 교실,지적장애,18:00-20:00,,20220101~20221231,20220101~20221231
태권도,,경기,파주시,파주시 생활체육 교실(시군),지적장애,10:30-11:30,,20220101~20221231,20220101~20221231
태권도,,경기,광주시,광주시 몸과마음이 자라는 태권도 교실,지적장애,10:00~12:00,,20220101~20221231,20220101~20221231
태권도,,대전,서구,"2022 몸 튼튼, 마음 튼튼 태권도교실",지적장애,목 10:30 ~ 11:30,,20220428~20221117,20220428~20221117
태권도,,광주,광산구,(기금) 2022 지적장애인 태권도교실(홍한별),지적장애,매주 목 15:30~16:30,,20220401~20220511,20220512~20221027
태권도,,경기,광주시,광주시 성인 발달장애인 호랑이 태권도 교실,지적장애,10:00-12:00,,20220101~20221231,20220101~20221231
태권도,,경기,동두천시,동두천시 장애인 태권도 교실,지체장애,13:00-15:00,,20220101~20221231,20220101~20221231
태권도,,경기,하남시,하남시 장애인 태권도 교실,지적장애,10:00-12:00,,20220101~20221231,20220101~20221231
태권도,,경기,고양시,고양시 으라차차 태권도교실,지적장애,10:00~12:00,,20220101~20221231,20220101~20221231
태권도,,광주,남구,(시비)2022 청각장애인 태권도품새교실(김상진),청각장애,매주 화 10:00~12:00,,20220103~20220404,20220405~20221004
태권도,,경기,광명시,광명시 장애인 태권도 천사 교실(시군),지적장애,매주 화,,20220101~20221231,20220101~20221231
태권도,,경기,고양시,고양보호작업장 태권도 교실,지적장애,10:00~11:00,,20220101~20221231,20220101~20221231
태권도,,충북,청주시상당구,2022 장애인생활체육 다다태권도교실,지적장애,목 09:30~11:15,,20220201~20220331,20220331~20221031
태권도,,대전,대덕구,2022 태권도 생활체육교실,지적장애,화 10:30 ~ 11:30,,20220405~20221122,20220405~20221122
태권도,,충북,청주시,2022년 행복태권도교실,지적장애,화 10:00~11:00,,20220201~20220331,20220331~20221031
태권도,,울산,중구,2022 울산지적장애인생활체육 태권도교실-핫해?핫태!,지적장애,매주 화요일 11:00~12:00,-태권도교실을 통해 인지능력 및 신체와 건강에 관련된 기능 향상  -신체조절능력과 협응력 사회성을 향상시킴  -주차별로 동작을 익히기 위해 충분한 연습과 반복훈련,20220101~20221130,20220101~20221130
태권도,,울산,북구,2022 장애인태권도교실(중고등부)-메아리학교,청각장애,매주 금요일 10:30~11:30,"-태권도를 통한 자신감, 자립심, 사회성 강화 및 체력향상",20220101~20221130,20220101~20221130
태권도,,대구,수성구,2022년 대구지적장애인태권도생활체육교실(보경주간),지적장애,0000,"놀이를 결합한 태권도로 호기심을 유발하여 장애인들에게 운동에 대한 거부감을 줄여 지속적인 활동이 되도록 뒷받침함으로써 장애인들에게 태권도를 통해 건강과 체력을 다질 수 있는 기회를 제공하고 재활에도 긍정적인 영향을 끼치고자 하며, 다양한 체육활동의 커리큘럼을 제공함으로써 지역 장애인들의 자기관리 능력양성 및 전문성을 양성함으로 참가자들의 성공과 자신감을 높이고, 생활체육활동에 대한 흥미도와 적극적인 참여할 수 있는 환경을 제공하여 규칙적인 운동습관과 만족한 삶추구에 기여하고자 함.",20220101~20220228,20220401~20221029
태권도,,대구,남구,2022년 대구발달장애인태권도생활체육교실(남구주간),지적장애,0000,"남구발달장애인 주간활동서비스센터에서 태권도를 통해 자신감, 협동심, 성취감 등을 느끼게 하여 기초체력 향상과 지역사회의 구성원으로 함께 할 수 있도록 2022년 발달장애인 ‘위풍당당 태권도’ 생활체육교실을 운영합니다.",20220215~20220323,20220405~20221025
태권도,,울산,북구,2022장애아동태권도교실_인애어린이집,지적장애,매주금요일15:00~16:30,,20220101~20221130,20220101~20221231
태권도,,경기,연천군,연천군 태권도 교실(시군),지적장애,17:00-18:00,,20220101~20221231,20220101~20221231
태권도,,경기,안산시,안산시 해밀 태권도 교실(시군),지적장애,11:00-12:00,,20220101~20221231,20220101~20221231
태권도,,충남,홍성군,(군비) 2022 홍성군 태권도교실,지적장애,목요일 17:00~17:50,,20220101~20221231,20220101~20221231
태권도,,울산,북구,2022 장애인태권도교실(초등부)-메아리학교,청각장애,매주 금요일 09:20~10:20,"-태권도를 통한 자신감, 자립심, 사회성 강화 및 체력향상",20220101~20221130,20220101~20221130
태권도,,경기,파주시,파주시 장애인 태권도 교실,지적장애,14:00-15:00,,20220101~20221231,20220101~20221231
태권도,,제주,제주시,(지방비) 장애인 태권도교실,지적장애,매주월요일 16:00~17:00,,20220301~20221130,20220401~20221130
태권도,,울산,중구,2022 장애인태권도 교실-버팀목주간보호센터,지적장애,배주 목요일 11:00~12:00,"-태권도를 통한 자신감, 자립심, 사회성 강화 및 체력향상",20220101~20221130,20220101~20221130
태권도,,대구,북구,2022년 대구지적장애인태권도생활체육교실(희망주간),지적장애,0000,발달장애인들의 신체활동 증진을 제공하고 우리나라 고유의 태권도 교실을 통해 심신안정을 돕습니다.,20220301~20220331,20220404~20221031
태권도,,울산,중구,2022 장애인태권도교실(초등부)-혜인학교,지적장애,매주 화요일 10:30~11:30,-태권도를 통한 자신감과 체력향상 및 자립심과 사회성 강화,20220101~20221130,20220101~20221130
태권도,,전남,함평군,2022 전남 함평군 장애인생활체육 지체장애인 태권도교실,지적장애,11:00~12:00,,20220301~20220331,20220405~20221025
태권도,,울산,중구,2022 장애인태권도 교실(고등부)-혜인학교,지적장애,매주 목요일 10:30~11:30,-태권도를 통한 자신감과 체력향상 및 자립심과 사회성 강화,20220101~20221130,20220101~20221130
태권도,,울산,중구,2022 장애인태권도 교실(중등부)-혜인학교,지적장애,매주 수요일 10:30~11:30,-태권도를 통한 자신감과 체력향상 및 자립심과 사회성 강화,20220101~20221130,20220101~20221130
