ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLSSRM_NM,TROBL_TY_NM,OPER_TIME_CN,CLSSRM_INTRCN_CN,RCRIT_PD,OPER_PD
기타,요가,광주,남구,(기금) 2022 지체장애인 요가교실(남구장애인체육회-이수련),지체장애,매주 화 13:30~14:30,,20220103~20220128,20220405~20220927
기타,기타,전남,나주시,2022 전남 나주시 장애인생활체육 기초체력강화교실,기타장애,14:00~15:00,,20220501~20220531,20220605~20221218
기타,골프,서울,성동구,2022 성동구 지체장애인 그라운드골프교실,지체장애,금 16:00-18:00,,20220415~20220930,20220415~20220930
기타,기타,전남,나주시,2022 전남 나주시 장애인생활체육 한궁교실,시각장애,14:30~15:30,,20220301~20220331,20220401~20221130
기타,카누,서울,성동구,2022 성동구 지체장애 파라카누교실,지체장애,"수,토 11:00-14:00",,20220401~20221130,20220401~20221130
기타,요가,서울,영등포구,"2022 영등포구 뇌병변,지체장애인 요가교실",뇌병변장애,"화,목 10:20-11:20",,20220405~20220809,20220405~20220809
기타,기타,전남,광양시,2022 전남 광양시 장애인생활체육 시각한궁교실,시각장애,10:30~11:30,,20220401~20220430,20220525~20221130
기타,낚시,전남,광양시,2022 전남 광양시 장애인생활체육 낚시교실,기타장애,14:00~16:00,,20220301~20220331,20220404~20221031
기타,기타,전남,광양시,2022 전남 광양시 장애인생활체육 한궁교실,기타장애,10:00~11:00,,20220301~20220331,20220404~20221031
기타,요가,전남,광양시,2022 전남 광양시 장애인생활체육 요가교실,지체장애,13:00~15:00,,20220301~20220331,20220407~20221027
기타,골프,전남,광양시,2022 전남 광양시 장애인생활체육 스크린골프교실,지체장애,15:00~17:00,,20220401~20220431,20220504~20221007
기타,유아체육,광주,북구,(기금)2022년 광주북구 장애아동 생활체육 유아체육교실(김영란),뇌병변장애,매주 금 13:30~14:30,밀알어린이집에 재학중인 장애아동들을 대상으로 한 유아체육교실,20220201~20220331,20220701~20221230
기타,기타,서울,강서구,2022 강서구 여성지적장애인 댄스교실,지적장애,목 16:00-17:00,,20220407~20220929,20220407~20220929
기타,인라인스케이트,전남,강진군,2022 전남 강진군 장애인생활체육 인라인스케이트교실,지적장애,14:30~15:30,,20220301~20220331,20220422~20221014
기타,뉴스포츠,광주,북구,(기금)2022 광주북구 장애인 생활체육 어르신 뉴스포츠교실(김숙희),뇌병변장애,매주 화 13:30~14:30,,20220201~20220228,20220405~20220913
기타,뉴스포츠,전남,강진군,2022 전남 강진군 지적장애인 뉴스포츠교실,지적장애,19:30~20:30,,20220301~20220331,20220425~20221030
기타,뉴스포츠,전남,강진군,2022 전남 강진군 장애인생활체육 뉴스포츠교실,기타장애,10:00~11:00,,20220301~20220331,20220411~20221114
기타,쇼다운,전남,강진군,2022 전남 강진군 장애인생활체육 시각장애인쇼다운 교실,시각장애,13:30~14:30,,20220301~20220331,20220412~20220920
기타,기타,서울,구로구,2022 구로구 지적장애인 댄스교실,지적장애,금 13:30-15:30,,20220401~20220923,20220401~20220923
기타,빙상,서울,노원구,2022 노원구 지적장애인 스케이트교실,지적장애,화 14:00-15:00,,20220405~20220920,20220405~20220920
기타,요가,서울,노원구,2022 노원구 지적장애인 어울림 요가 교실,지적장애,월 18:30-19:30,,20220401~20220930,20220401~20220930
기타,,경남,창원시,(지방비)2022년 창원농아여성어울림풋살 생활체육교실,청각장애,"매주 화, 목 10:00-12:00",,20220401~20220930,20220401~20220930
기타,기타,서울,성동구,2022 성동구 지적장애인 노르딕워킹/ 헬스교실,지적장애,월10-11 13-14,,20220404~20220930,20220404~20220930
기타,기타,서울,성동구,2022 성동구 지적장애인 노르딕워킹교실,지적장애,수 15:00-16:00,,20220406~20220928,20220406~20220928
기타,기타,서울,성북구,2022 성북구 지적장애인 원투킥 킥복싱교실,지적장애,목 13:00-16:00,,20220401~20220930,20220401~20220930
기타,,경남,창원시,(지방비)경남 장애인 발달장애 청소년 요가교실,지적장애,수요일 15:30-17:00,,20220401~20220930,20220401~20220930
기타,,경남,창원시,(지방비)2022년 창원시 장애청소년 체력증진교실,기타장애,"화, 목 17:00-18:00",,20220401~20220930,20220401~20220930
기타,,경남,창원시,(지방비)창원시 장애인탁구 생활체육교실,기타장애,목 14:00~00:00,,20220401~20220930,20220401~20220930
기타,요가,서울,동작구,2022 우리동작 중증시각장애인 요가교실,시각장애,화 19:30-21:00,2022 서울시 중증장애인운동교실 지원사업(우리동작장애인자립생활센터),20220426~20220628,20220426~20220628
기타,특수체육,서울,영등포구,2022 영등포구 지적장애인 특수체육교실,지적장애,금 16:00-18:00,,20220427~20220929,20220427~20220929
기타,쇼다운,서울,동작구,2022 우리동작 중증시각장애인 쇼다운교실,시각장애,화 19:30-21:00,2022 서울시 중증장애인운동교실 지원사업(우리동작장애인자립생활센터),20220506~20220703,20220506~20220703
기타,등산,서울,강동구,2022 강동구 장애청소년 클라이밍교실,지적장애,수 16:00-17:00,서울시장애인체육회 장애아동클라이밍교육 지원사업 운영,20220413~20220928,20220413~20220928
기타,기타,서울,성북구,2022 성북구 청각장애인 복싱교실,청각장애,화 13:30-14:30,,20220401~20220930,20220401~20220930
기타,기타,서울,송파구,2022 송파구 청각장애인 터링교실,청각장애,목 14:00-16:00,,20220501~20220930,20220501~20220930
기타,헬스,서울,관악구,2022 관악구 시각장애인 헬스교실,시각장애,"월,수 10:30-11:30",,20220411~20220926,20220411~20220926
기타,요가,서울,노원구,2022 노원구 시각장애인 요가교실,시각장애,"화,목 11:00-12:00",,20220405~20220927,20220405~20220927
기타,등산,서울,강동구,2022 강동구 발달장애인 클라이밍교실(강동장애인부모회),지적장애,토 11:30-13:00,서울시장애인체육회 장애아동클라이밍교육 지원사업 운영,20220409~20221008,20220409~20221008
기타,등산,서울,마포구,2022 마포구 발달장애인 클라이밍교실(마포장애인가족지원센터),지적장애,화 16:00-17:00,서울시장애인체육회 장애아동클라이밍교육 지원사업 운영,20220401~20221130,20220401~20221130
기타,헬스,서울,서대문구,2022 서대문구 장애청소년 기초체력증진교실,지적장애,"수,금 16:30-18:00",,20220401~20221028,20220401~20221028
기타,특수체육,서울,강남구,2022 강남구 발달직장인 특수체육 VR스크린스포츠교실,지적장애,"화 10-11, 14-16",,20220315~20221213,20220315~20221213
기타,요가,광주,북구,(기금) 2022 여성장애인 요가교실(오정숙),지체장애,"매 주 수,금 10:30~12:00",,20220321~20220325,20220415~20220921
기타,요가,광주,동구,(기금) 2022 여성장애인 명상요가교실(조숙),지적장애,매 주 월 10:00~12:00,,20220321~20220325,20220404~20221128
기타,헬스,서울,서대문구,2022 서대문구 지적장애인 홈트레이닝교실,지적장애,월 10:00-12:00,,20220404~20220930,20220404~20220930
기타,자전거,광주,서구,(기금) 2022 장애인 생활체육 자전거교실(안경남),지적장애,매 주 수 10:00~12:00,,20220328~20220331,20220413~20221116
기타,골프,광주,북구,(기금) 2022 장애청소년 골프교실(주재환),지적장애,매 주 금 15:30~16:30,,20220321~20220325,20220401~20220923
기타,풋살,서울,성북구,2022 성북구 장애인 풋살교실,지적장애,"월,수 16:00-18:00",,20220404~20220727,20220404~20220727
기타,요가,광주,남구,(기금) 2022 혼합및기타장애인 요가교실(차향미),기타장애,"매 주 수,금13:00~15:00",,20220321~20220325,20220401~20221130
기타,요가,광주,서구,(기금) 2022 시각장애인 요가교실(김효수),시각장애,"매 주 월,수 14:00~16:00",,20220321~20220325,20220404~20221012
기타,요가,서울,성북구,2022 성북구 어르신장애인 요가교실,지체장애,월 09:00-10:20,,20220404~20220928,20220404~20220928
기타,뉴스포츠,광주,서구,(기금) 2022 지적장애인 스내그골프교실(이영구),지적장애,매 주 화 10:00~12:00,,20220418~20220422,20220426~20221125
기타,헬스,서울,노원구,2022 노원구 여성장애인 소도구운동교실,지체장애,"월,수 13:00-15:00",,20220404~20220921,20220404~20220921
기타,헬스,경기,군포시,(국비) 휘트니스교실,지적장애,"화, 목 17:00 ~ 18:00",,20220401~20220730,20220401~20221130
기타,필라테스,충남,천안시,(시비)장애인건강교실2,지체장애,월~금 9:40~17:30,,20220301~20221030,20220301~20221030
기타,휠체어럭비,서울,광진구,서울시 휠체어럭비교실,지체장애,"월,수 14:00-17:00",,20220401~20220731,20220401~20220731
기타,체조,경기,고양시,(국비) 어르신 체조교실,지체장애,수 11:00 ~ 12:00,,20220401~20220730,20220401~20221130
기타,,경기,고양시,(국비) 직장인 필라테스교실,지적장애,수 13:00 ~ 14:00,,20220401~20220730,20220401~20221130
기타,뉴스포츠,광주,광산구,(기금) 2022 어린이장애인 뉴스포츠교실(기혜지),지적장애,매주 금 10:00~11:30,해맑은어린이집 뉴스포츠교실,20220221~20220311,20220401~20220930
기타,요가,경기,안양시,(국비) 요가교실,지적장애,목 16:00 ~ 16:50,,20220401~20220730,20220401~20221130
기타,헬스,경기,성남시,(국비) 헬스클럽,지적장애,토 12:00~13:00,,20220401~20220730,20220401~20221130
기타,풋살,경기,성남시,(국비) 풋살클럽,지적장애,월 12:00~13:00,,20220401~20220730,20220401~20221130
기타,에어로빅,서울,노원구,노원구 지적장애인 에어로빅교실,지적장애,화 14:00-15:00,,20220405~20220913,20220405~20220913
기타,,경기,성남시,(국비) 한궁교실,지체장애,"수,금 10:00 ~ 11:00",,20220401~20220730,20220401~20221130
기타,골프,서울,송파구,송파구 지적장애인 골프교실,지적장애,"화,목 17:00-19:00",,20220405~20220929,20220405~20220929
기타,생활체조,경기,성남시,(국비) 어르신 생활체조교실,지체장애,금 13:00 ~ 14:00,,20220401~20220730,20220401~20221130
기타,기타,서울,광진구,광진구 지적장애인 라인댄스교실,지적장애,목 18:00-20:00,,20220407~20220929,20220407~20220929
기타,뉴스포츠,서울,동작구,동작구 발달장애인 뉴스포츠교실,지적장애,토 14:00-16:00,,20220402~20220930,20220402~20220930
기타,요가,서울,동작구,동작구 지적장애인 요가테라피교실,지적장애,"목 11-12, 13-15",,20220407~20220915,20220407~20220915
기타,기타,서울,동작구,동작구 발달장애인 줄넘기/태권도교실,지적장애,금 10:20-11:20,,20220401~20220930,20220401~20220930
기타,특수체육,서울,용산구,용산구 발달장애인 특수체육교실,지적장애,화 14:30-15:30,,20220412~20221115,20220412~20221115
기타,골프,서울,서초구,서울시 지적장애인 필드골프교실,지적장애,화 15:00-17:00,,20220405~20220927,20220405~20220927
기타,골프,서울,영등포구,영등포구 청각장애인 골프교실,청각장애,월 14:00-15:30,,20220411~20220725,20220411~20220725
기타,요가,서울,관악구,관악구 시각장애인 건강요가교실,시각장애,"월,목 14:00-15:00",,20220404~20220930,20220404~20220930
기타,요가,서울,종로구,종로구 시각장애인 어울림요가교실,시각장애,수 15:00-18:00,,20220413~20220928,20220413~20220928
기타,골프,서울,종로구,종로구 시각장애인 필드골프교실,시각장애,월 10:00-12:30,,20220404~20221024,20220404~20221024
기타,기타,서울,동대문구,동대문구 장애인 댄스교실,기타장애,월 10:00-12:00,,20220404~20221024,20220404~20221024
기타,특수체육,서울,동대문구,동대문구 장애인 특수체육교실,기타장애,화 10:00-12:00,,20220404~20220920,20220404~20220920
기타,요가,서울,성북구,성북구 장애인 요가교실,기타장애,수 18:00-19:00,,20220409~20220924,20220409~20220924
기타,뉴스포츠,광주,서구,(기금) 2022 시각장애인 뉴스포츠교실(정수빈),시각장애,매주 목 13:30~14:30,,20220101~20220331,20220407~20220929
기타,뉴스포츠,서울,은평구,은평구 지체/뇌병변 장애청소년뉴스포츠교실,기타장애,수 17:30-18:30,,20220406~20220928,20220406~20220928
기타,요가,광주,서구,(기금)2022 여성장애인 실버요가교실(박은경),지체장애,매주 금 13:30~14:30,,20220401~20220414,20220415~20220930
기타,,경남,창원시,(지방비) 2022년 사)강과나무 발달장애인 볼링교실,지적장애,"수,금 11:00-12:00",,20220401~20220930,20220401~20220930
기타,,경남,창원시,(지방비)2022년 경남시각장애인쇼다운생활체육교실,시각장애,화 13:30~15:30,,20220401~20220930,20220401~20220930
기타,뉴스포츠,서울,광진구,광진구 지적청소년 뉴스포츠/심리운동교실,지적장애,화 16:00-18:00,,20220405~20220927,20220405~20220927
기타,,경남,창원시진해구,(지방비)2022 경남시각장애인쇼다운생활체육교실,시각장애,금 13:00~15:00,,20220401~20220930,20220401~20220930
기타,뉴스포츠,경기,오산시,오산시 지도자 교실,지적장애,매주 월 14:00-15:00,,20220101~20221231,20220101~20221231
기타,기타,경기,시흥시,시흥시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,기타,경기,김포시,김포시 지도자 교실,기타장애,09:00~18:00,"김포시장애인체육회 지도자 교실입니다.  (보치아, 뉴스포츠, 풋살, 찾아가는장애인생활체육 교실 등)",20220101~20221231,20220101~20221231
기타,기타,경기,파주시,파주시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,기타,경기,의정부시,의정부시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,기타,경기,광주시,광주시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,기타,경기,광명시,광명시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,기타,경기,하남시,하남시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,기타,경기,군포시,군포시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,기타,경기,오산시,오산시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,기타,경기,구리시,구리시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,,경기,여주시,여주시 지도자 교실,기타장애,09:00~18:00,여주시장애인체육회 생활체육교실,20220101~20221231,20220401~20221231
기타,뉴스포츠,광주,서구,(기금) 2022 지적장애인 뉴스포츠교실(이규성),지적장애,매주 목 10:00~11:00,매주 목요일 10:00~11:00 전남중학교에서 뉴스포츠 수업을 진행합니다.,20220103~20220512,20220512~20221020
기타,뉴스포츠,광주,서구,(기금) 2022 지적장애인 뉴스포츠교실(김군),지적장애,매주 금 10:00~11:20,,20220101~20220331,20220401~20220902
기타,골프,강원,인제군,(도비) 애향원 지적장애인 그라운드 골프교실,지적장애,매주 화 14:00-15:30,ㅇ 본원 장애인들의 연령대(40~50대)를 고려하여 야외활동을 통한 기초체력 향상과 삶의 활력을 높이기 위한 그라운드 골프교실,20220301~20220331,20220405~20221025
기타,골프,강원,인제군,(도비) 강원도지적발달장애인복지협회 인제군지부 지적발달장애인 그라운드골프교실,지적장애,매주 목 13:30-15:00,ㅇ 겨울동안 움츠려 들었던 장애인들의 몸과 마음을 건강하게 유지할 수 있도록 하기 위한 그라운드골프교실,20220301~20220331,20220407~20221103
기타,골프,강원,속초시,(국비) 속초시 장애인 스크린골프교실,지체장애,매주 화 14:00-16:00,ㅇ 장애인의 스포츠에 대한 인식 개선과 체육활동을 통한 사회성 형성과 기초체력향상을 위한 스크린골프교실,20220301~20220331,20220405~20221025
기타,특수체육,충남,홍성군,(군비) 2022 홍성군 감감지각A교실,지적장애,화요일 16:00~16:50,,20220101~20221231,20220101~20221231
기타,특수체육,충남,홍성군,(군비) 배양초등학교 특수체육교실,기타장애,화요일 15:00~15:40,,20220101~20221231,20220101~20221231
기타,기타,강원,속초시,(국비) 속초시 장애인 e-스포츠교실,뇌병변장애,매주 화 14:00-16:00,ㅇ 장애인과 비 장애인이 함께 어울릴 수 있고 시공간과 개인적 차이를 뛰어넘어 즐길 수 있도록 하기 위한 e-스포츠실,20220301~20220331,20220419~20221025
기타,특수체육,충남,홍성군,(군비) 대정초등학교 특수체육교실,기타장애,목요일 13:30~14:10,,20220101~20221231,20220101~20221231
기타,기타,강원,춘천시,(국비) 춘천시장애인체육회 지체장애인 수중운동교실,지체장애,매주 수 10:00-12:00,ㅇ 매주 수요일 10:00-12:00 / 14:00-16:00  ㅇ 수중운동의 순기능적인 효과로 신체기능 향상을 하긴 위한 교실,20220301~20220331,20220406~20221130
기타,특수체육,충남,홍성군,(군비) 금마초등학교 특수체육교실,기타장애,월요일 09:50~10:30,,20220101~20221231,20220101~20221231
기타,골프,경기,성남시,성남시 꿈나무골프교실(시군),지적장애,19:00~21:00,,20220101~20221231,20220101~20221231
기타,쇼다운,대전,중구,2022 쇼다운교실,시각장애,"월, 목 10:00 ~ 12:00",,20220404~20221208,20220404~20221208
기타,골프,강원,화천군,(도비) 강원도지적발달장애인복지협회 화천군지부 지적장애인 파크골프교실,지적장애,매주 금 13:00-15:00,ㅇ 생활체육활동에 대한 기회의 폭을 넓히고 파크골프를 통한 야외활동 및 겅강과 여가활동 등 복지증진을 위한 파크골프 교실,20220301~20220331,20220401~20221028
기타,풋살,강원,철원군,(도비) 철원군장애인연합회 풋살교실,지적장애,매주 수 14:00-15:30,ㅇ 장애인생활체육 참여인구 확대와 지적장애인들의 체육활성화를 위한 풋살교실,20220301~20220331,20220406~20221026
기타,뉴스포츠,대전,서구,2022 반짝이는 농인 시니어 생활체육교실,청각장애,월 10::00 ~ 12:00,,20220516~20221128,20220516~20221128
기타,뉴스포츠,강원,철원군,(도비) 강원도농아인협회 철원군지회 철원농아인협회 뉴스포츠교실,청각장애,매주 화 14:00-16:00,ㅇ 4월~7월(매주 화 14:00-16:00) / 8월~10월(매주 화 09:30-11:30)  ㅇ 농아인에 대한 이해증진 및 집중력 및 두뇌 자극 치매예방을 위한 뉴스포츠교실,20220301~20220331,20220412~20221018
기타,스트레칭,경기,성남시,성남시 행복복지센터 교실,기타장애,10:00-11:00,,20220101~20221231,20220101~20221231
기타,기타,강원,홍천군,(국비) 홍천군장애인체육회 장애인 한궁교실,지적장애,매주 목 10:00-11:00,"ㅇ 유연성 향상과 조정력, 기초체력 향상을 위한 한궁교실",20220301~20220331,20220414~20221020
기타,헬스,대구,수성구,2022년 대구지적발달장애인헬스생활체육교실(보담주간),지적장애,0000,개인 수준별 및 단계별 운동지도를 통하여 장애인의 운동능력 향상 및 일상생활에서의 자신감 회복으로 장애인의 삶의 질 향상을 도모하고자 함,20220204~20220304,20220401~20221030
기타,뉴스포츠,대전,서구,2022년 건강한 몸 만들기 ‘소. 확. 행’ 생활체육교실,뇌병변장애,수 14:00 ~ 15:00,,20220525~20221123,20220525~20221123
기타,등산,대전,중구,2022 시각장애인 등산교실,시각장애,수 14:00 ~ 16:00,,20220413~20221109,20220413~20221109
기타,뉴스포츠,대전,대덕구,2022 느루 직장인 소도구 스트레칭 교실,지적장애,금 15:00 ~ 16:00,,20220422~20221125,20220422~20221125
기타,체조,경기,파주시,파주시 활력체조 교실(시군),지체장애,10:00-12:00,,20220101~20221231,20220101~20221231
기타,,경남,김해시,"(기금)3UP(자신감, 힐링, 체력) 댄스교실",지적장애,월 13:00-14:00,,20220401~20220930,20220401~20220930
기타,뉴스포츠,대전,서구,2022 명랑스포츠 생활체육교실,지적장애,수 10:00 ~ 11:00,,20220427~20221130,20220427~20221130
기타,뉴스포츠,대전,대덕구,2022 혼합 및 기타운영 생활체육교실,지적장애,"화, 목 10:30 ~ 11:30",,20220419~20221018,20220419~20221018
기타,쇼다운,경기,김포시,김포시 장애인 쇼다운 교실(시군),시각장애,09:30-11:30,,20220101~20221231,20220101~20221231
기타,뉴스포츠,경기,양주시,양주시 뉴스포츠 교실(시군),지적장애,14:00-15:00,,20220101~20221231,20220101~20221231
기타,에어로빅,대전,대덕구,2022 방송댄스 생활체육교실,지적장애,수 16:00 ~ 17:00,,20220405~20221129,20220405~20221129
기타,인라인스케이트,경기,오산시,오산시 장애인 인라인 교실(시군),지적장애,17:00-19:00,,20220101~20221231,20220101~20221231
기타,뉴스포츠,대전,유성구,2022년도 성세시온의집 뉴스포츠교실,지적장애,화 11:00 ~ 12:00,,20220408~20221007,20220408~20221007
기타,헬스,경기,과천시,과천시 징검다리 프로젝트(시군),지적장애,13:30-14:30,,20220101~20221231,20220101~20221231
기타,,경기,광명시,광명시 스토리기반 뉴스포츠 교실(시군),지적장애,18:00-19:40,,20220101~20221231,20220101~20221231
기타,요가,경기,안양시,안양시 장애인보호작업장 요가교실(시군),지적장애,13:30-15:30,,20220101~20221231,20220101~20221231
기타,에어로빅,경기,안산시,안산시 에어로빅 교실(시군),지적장애,17:00-19:00,,20220101~20221231,20220101~20221231
기타,특수체육,부산,남구,경성대학교 다함께 차차차,지적장애,토 10:00-11:00,,20220318~20220416,20220430~20221126
기타,,경기,의정부시,의정부시 곰두리네집 생활체육교실(시군),지적장애,13:00-14:00,,20220101~20221231,20220101~20221231
기타,에어로빅,경기,의정부시,의정부시 발달장애인 생활체육교실(시군),지적장애,16:00~17:30,,20220101~20221231,20220101~20221231
기타,기타,경기,군포시,군포시 장애인 e스포츠 교실(시군),지적장애,09:30-10:30,,20220101~20221231,20220101~20221231
기타,뉴스포츠,대전,서구,2022 “건강한 몸과 마음 우리 함께 만들어가요!!” 생활체육교실,지적장애,"월, 화 15:50 ~ 16:40",,20220502~20221128,20220502~20221128
기타,뉴스포츠,대전,서구,룰루랄라 체육교실,지적장애,금 16:00 ~ 17:00,,20220408~20221125,20220408~20221125
기타,휠체어테니스,서울,강서구,2022 서울시 중증척수장애인 휠체어테니스 운동교실,지체장애,"매주 화, 목 13:00-15:00",,20220501~20221031,20220501~20221031
기타,뉴스포츠,경기,군포시,군포시 신나 뉴스포츠 교실,지적장애,13:30-14:30,,20220101~20221231,20220101~20221231
기타,기타,경기,평택시,평택시 장애인 파워싸커 교실,뇌병변장애,18:00~19:40,,20220101~20221231,20220101~20221231
기타,스킨스쿠버,대전,유성구,2022 스킨스쿠버 생활체육교실,지적장애,금 21:00 ~ 21:50,,20220506~20221021,20220506~20221021
기타,헬스,전남,장흥군,2022 전남 장흥군 장애인생활체육 체력증진교실(실내체육관/기금),지체장애,18:10~19:10,,20220301~20220331,20220409~20221126
기타,,세종,,2022년 장애인생활체육 요가교실,뇌병변장애,매주 수 오전 10:00~12:00,,20220201~20220310,20220316~20221102
기타,기타,충북,청주시상당구,2022 장애인생활체육 시각한궁교실,시각장애,목 14:00~15:00,,20220201~20220331,20220331~20221031
기타,,세종,,장애인생활체육교실 트리클라이밍 교실,기타장애,매주 화 오후 15:00~16:00,,20220201~20220331,20220402~20220913
기타,뉴스포츠,전남,영암군,2022 전남 영암군 장애인생활체육 뉴스포츠교실(기금),청각장애,13:30~14:30,기금사업,20220401~20220431,20220504~20221124
기타,기타,경기,평택시,평택시 스파르타 다이어트교실 (시군),지체장애,18:10-19:30,,20220101~20221231,20220101~20221231
기타,헬스,전남,여수시,2022 전남 여수시 장애인생활체육 기초체력 힐링교실(기금),지체장애,09:30~10:30,기금사업,20220301~20220331,20220409~20221001
기타,체조,전남,여수시,2022 전남 여수시 장애인생활체육 시니어건강체조교실(기금),청각장애,13:30~14:30,기금사업,20220301~20220331,20220406~20221116
기타,풋살,부산,부산진구,부산진구 발달장애인 축구교실,지적장애,토요일 13:30~15:00,,20220301~20220401,20220402~20221119
기타,요가,충북,단양군,2022 장애인생활체육 몸사랑요가교실,지적장애,수 13:30~14:30,,20220201~20220331,20220331~20221031
기타,기타,전남,순천시,2022 전남 순천시 장애인생활체육 프리댄스교실(기금),지체장애,11:30~12:30,기금사업,20220301~20220331,20220402~20220917
기타,헬스,전남,여수시,2022 전남 여수시 장애인생활체육 시니어 체력증진교실,시각장애,10:30~11:30,,20220301~20220331,20220406~20221123
기타,뉴스포츠,부산,사상구,2022 사상구장애인 생활체육 뉴스포츠교실,지적장애,매주화요일 10:30~11:30,,20220301~20220331,20220401~20221130
기타,체조,부산,해운대구,2022년 송국 바른 몸 체조교실,뇌병변장애,매주금요일 14:30~15:30,,20220301~20220505,20220506~20221021
기타,요가,부산,북구,2022년 부산시각장애인요가교실,시각장애,매주화요일 10:00~12:00,,20220301~20220314,20220315~20221129
기타,쇼다운,부산,북구,2022년 부산시각장애인 쇼다운 초급반교실,시각장애,금요일 14:00~16:00,,20220301~20220317,20220318~20221125
기타,쇼다운,부산,동구,2022년 시각장애인 쇼다운교실,시각장애,매주금요일 13:00~15:00,,20220301~20220407,20220408~20220930
기타,생활체조,전남,여수시,2022 전남 여수시 장애인생활체육 S라인 생활체육교실(기금),시각장애,14:10~15:10,기금사업,20220301~20220331,20220406~20221116
기타,기타,부산,수영구,2022년 F7 원정대 장애인생활체육교실,지적장애,수요일 19:00~20:00,,20220301~20220331,20220401~20221130
기타,뉴스포츠,전남,여수시,2022 전남 여수시 중증장애인생활체육 뉴스포츠교실(기금),지적장애,13:30~14:30,기금사업,20220301~20220331,20220406~20221116
기타,뉴스포츠,부산,동래구,2022년 장애인 뉴스포츠 교실,지적장애,목요일 15:30~17:00,,20220201~20220309,20220310~20221124
기타,뉴스포츠,전남,신안군,2022 전남 신안군 장애인생활체육 뉴스포츠교실(기금),지적장애,15:30~16:30,기금사업,20220301~20220331,20220419~20220927
기타,요가,부산,북구,신나는 요가교실,기타장애,수요일 16:00~17:00,,20220201~20220228,20220301~20221031
기타,요가,충북,단양군,2022 장애인생활체육 다래요가교실,지적장애,"화,목 10:30~11:30",,20220201~20220331,20220331~20221031
기타,기타,부산,강서구,지적장애인 수중운동 생활체육교실,지적장애,금요일 14:00~16:00,,20220201~20220310,20220311~20221014
기타,유아체육,부산,사하구,아동체육교실,비장애인,수요일 16:00~17:00,,20220201~20220401,20220330~20221026
기타,기타,전남,목포시,2022 전남 목포시 장애인생활체육 볼링교실 목장체(기금),지체장애,월13:00~14:30,기금사업,20220601~20220630,20220704~20221212
기타,골프,부산,기장군,2022년 시각장애인골프교실,시각장애,매주토요일 15:00~17:00,,20220201~20220430,20220501~20221031
기타,헬스,전남,목포시,2022 전남 목포시 장애인생활체육 청소년 체력단련교실(기금),지적장애,09:30~10:30,기금사업,20220301~20220331,20220402~20221015
기타,기타,부산,연제구,연제구 장애인 생활체육교실,기타장애,수요일 13:00~16:00,,20220301~20220401,20220406~20221116
기타,기타,부산,강서구,2022년 부산광역시장애인 e스포츠교실,기타장애,"월,금요일 10:00~11:00",,20220201~20220228,20220301~20221031
기타,기타,부산,부산진구,꿈을 쌓는 스포츠스태킹 교실,지적장애,"월,수요일 10:00~12:00",,20220201~20220228,20220301~20221130
기타,기타,부산,동래구,부산척수한궁교실,기타장애,화요일 14:00~16:00,,20220201~20220331,20220401~20220930
기타,빙상,전남,광양시,2022 전남 광양시 장애인생활체육 청소년빙상교실(기금),지체장애,14:30~16:30,기금사업,20220301~20220331,20220414~20221027
기타,생활체조,경기,의왕시,의왕시 장애인 언택트 교실(시군),지체장애,14:00-15:00,,20220101~20221231,20220101~20221231
기타,뉴스포츠,충북,괴산군,2022년 장애인생활체육 복지관 뉴스포츠 교실,지적장애,금 10:30-11:30,,20220201~20220331,20220331~20221031
기타,기타,충북,괴산군,2022년 장애인생활체육 Deaf 한궁 교실,청각장애,화 14:00-16:00,,20220201~20220331,20220331~20221031
기타,기타,충북,진천군,2022년 장애인생활체육 VR스포츠교실,지적장애,금18:00-19:00,,20220201~20220331,20220331~20221031
기타,,울산,중구,2022 지체장애인 그라운드골프교실,지체장애,매주 목요일 16:30~17:30,-중구지역 시설 중 협약된 시설 이용자들을 중심으로 진행  -반복을 통한 수업진행으로 탁구 규칙을 익히게 함  -신체활동 위주 참여형 수업으로 진행,20220101~20221130,20220101~20221130
기타,기타,충북,증평군,2022년 장애인생활체육 노르딕워킹교실,지적장애,금 10:30~11:30,,20220201~20220331,20220331~20221031
기타,기타,충북,영동군,2022년 장애인생활체육교실 어울림한궁교실,뇌병변장애,수 14:00~16:00,,20220201~20220331,20220331~20221031
기타,뉴스포츠,충북,보은군,2022년 여성청각장애인 뉴스포츠교실,청각장애,월 13:00-15:00,,20220201~20220331,20220331~20221031
