GRP_NM,LOCPLC_DC,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_CD_NM
"주식회사 그레가","서울 동대문구","11","서울특별시","11060","동대문구"
"주식회사 그레이브릿지","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 그로우고잉","서울 중랑구","11","서울특별시","11070","중랑구"
"주식회사 그믐","경기 용인시","31","경기도","31190","용인시"
"주식회사 극단체컴퍼니","서울 성북구","11","서울특별시","11080","성북구"
"주식회사 극장문","대구 동구","22","대구광역시","22020","동구"
"주식회사 글로라이터(GloWriter Inc.)","서울 노원구","11","서울특별시","11110","노원구"
"주식회사 글린트","서울 중구","11","서울특별시","11020","중구"
"주식회사 금강상회","서울 용산구","11","서울특별시","11030","용산구"
"주식회사 긍미래","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 기원테크","서울 구로구","11","서울특별시","11170","구로구"
"주식회사 나너드림","충북 청주시","33","충청북도","33040","청주시"
"주식회사 나누기월드","부산 해운대구","21","부산광역시","21090","해운대구"
"주식회사 나루기획","전북 전주시","35","전라북도","35010","전주시"
"주식회사 나즈","서울 동대문구","11","서울특별시","11060","동대문구"
"주식회사 난다","경기 파주시","31","경기도","31200","파주시"
"주식회사 널위한문화예술","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 노리소리 강원두레","강원 고성군","32","강원도","32400","고성군"
"주식회사 노머스","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 뉴스포츠코리아","광주 남구","24","광주광역시","24030","남구"
"주식회사 뉴프로덕션","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 다다엔터테인먼트","경기 고양시","31","경기도","31100","고양시"
"주식회사 다다엔터테인먼트","경기 김포시","31","경기도","31230","김포시"
"주식회사 다타","서울 도봉구","11","서울특별시","11100","도봉구"
"주식회사 단편사무소","제주 제주시","39","제주특별자치도","39010","제주시"
"주식회사 달미","대구 달성군","22","대구광역시","22310","달성군"
"주식회사 달빛테라피","경북 경주시","37","경상북도","37020","경주시"
"주식회사 달세뇨","광주 남구","24","광주광역시","24030","남구"
"주식회사 담판프로젝트","경기 용인시","31","경기도","31190","용인시"
"주식회사 대구메트로아트","대구 수성구","22","대구광역시","22060","수성구"
"주식회사 더 웨이브","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 더나아짐","부산 동래구","21","부산광역시","21060","동래구"
"주식회사 더블유지엘","서울 영등포구","11","서울특별시","11190","영등포구"
"주식회사 더블케이엔터테인먼트","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 더스트팩토리","경기 고양시","31","경기도","31100","고양시"
"주식회사 더아트21","서울 용산구","11","서울특별시","11030","용산구"
"주영민피아노","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 더클래식발레","충북 청주시","33","충청북도","33040","청주시"
"주식회사 덕산세계인형박물관","충남 예산군","34","충청남도","34370","예산군"
"주식회사 데이터마케팅코리아","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 데일리뮤지엄","서울 강동구","11","서울특별시","11250","강동구"
"주식회사 데일리뮤지엄","서울 관악구","11","서울특별시","11210","관악구"
"주식회사 도넛피치","경기 광명시","31","경기도","31060","광명시"
"주식회사 도서출판 북멘토","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 도서출판 이와우","경기 파주시","31","경기도","31200","파주시"
"주식회사 도시농장","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 도토리뮤직","충남 부여군","34","충청남도","34330","부여군"
"주식회사 동학사","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 두인디","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 두인디","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 드로잉쇼","경기 성남시","31","경기도","31020","성남시"
"주식회사 드림엔터테인먼트","충북 청주시","33","충청북도","33040","청주시"
"주식회사 디아트인터내셔널","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 디어마이로컬","전남 목포시","36","전라남도","36010","목포시"
"주식회사 디에스컴패니","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 디지노마드","경남 김해시","38","경상남도","38070","김해시"
"주식회사 디토디지털오디세이","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 디피어소시에이츠","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 디피에스컴퍼니 (DPS Company Co., Ltd.)","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 따락","서울 동대문구","11","서울특별시","11060","동대문구"
"주식회사 따락","서울 영등포구","11","서울특별시","11190","영등포구"
"주식회사 딴 짓","대구 중구","22","대구광역시","22010","중구"
"주식회사 뚱딴지콘텐츠","서울 은평구","11","서울특별시","11120","은평구"
"주식회사 라미솔루션","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 라온씨엔에이","울산 중구","26","울산광역시","26010","중구"
"주식회사 라온예술기획","충남 천안시","34","충청남도","34010","천안시"
"주식회사 라운드앤라운드","서울 금천구","11","서울특별시","11180","금천구"
"주식회사 라운드앤라운드","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 라이징스타엔터테인먼트","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 램프앤라이트","경기 성남시","31","경기도","31020","성남시"
"주식회사 랩에이비씨","서울 관악구","11","서울특별시","11210","관악구"
"주식회사 럭스레고 엔터테인먼트","충남 천안시","34","충청남도","34010","천안시"
"주식회사 레드컬튼","경기 용인시","31","경기도","31190","용인시"
"주식회사 레드컬튼","서울 관악구","11","서울특별시","11210","관악구"
"주식회사 레미행","광주 북구","24","광주광역시","24040","북구"
"주식회사 레인보우","서울 동대문구","11","서울특별시","11060","동대문구"
"주식회사 렌즈","충남 서천군","34","충청남도","34340","서천군"
"주식회사 로그라인컴퍼니","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 로드로드","서울 서대문구","11","서울특별시","11130","서대문구"
"주식회사 로운아뜨리움","서울 양천구","11","서울특별시","11150","양천구"
"주식회사 로위랩코리아","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 로컬러","경기 수원시","31","경기도","31010","수원시"
"주식회사 롤링홀","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 루이스앤프랜즈","경기 고양시","31","경기도","31100","고양시"
"주식회사 르그랑쥬","광주 서구","24","광주광역시","24020","서구"
"주식회사 르와흐","서울 용산구","11","서울특별시","11030","용산구"
"주식회사 리무빙컴퍼니","서울 성북구","11","서울특별시","11080","성북구"
"주식회사 리스트","서울 강서구","11","서울특별시","11160","강서구"
"주식회사 리콘랩스","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 마노스뮤직","서울 구로구","11","서울특별시","11170","구로구"
"주식회사 마이크임팩트","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 마이크임팩트","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 마카다심리연구소","대구 수성구","22","대구광역시","22060","수성구"
"주식회사 만리아트메이커스","서울 중구","11","서울특별시","11020","중구"
"주식회사 만인계마을기업","전남 목포시","36","전라남도","36010","목포시"
"주식회사 만지는박물관","강원 속초시","32","강원도","32060","속초시"
"주식회사 매직스랩","경기 부천시","31","경기도","31050","부천시"
"주식회사 매트리스","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 머루월드","전북 익산시","35","전라북도","35030","익산시"
"주식회사 머물다","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 메가기획","서울 금천구","11","서울특별시","11180","금천구"
"주식회사 메노","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 메이데이파트너스","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 모달","광주 남구","24","광주광역시","24030","남구"
"주식회사 모던한","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 모던한","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 모마","전남 무안군","36","전라남도","36420","무안군"
"주식회사 모미코","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 모티브히어로","서울 중구","11","서울특별시","11020","중구"
"주식회사 목성","전북 전주시","35","전라북도","35010","전주시"
"주식회사 목프로덕션","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 몬스터레코드","인천 계양구","23","인천광역시","23070","계양구"
"주식회사 문화동행아티스","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 문화바람","인천 미추홀구","23","인천광역시","23090","미추홀구"
"주식회사 문화예술복합공간삼구일일","경기 광주시","31","경기도","31250","광주시"
"주식회사 문화충동","충북 청주시","33","충청북도","33040","청주시"
"주식회사 물나무","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 뮤블","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 뮤시아","제주 제주시","39","제주특별자치도","39010","제주시"
"주식회사 미긔","부산 해운대구","21","부산광역시","21090","해운대구"
"주식회사 미디어드림넷","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 미리내문화그룹","경기 수원시","31","경기도","31010","수원시"
"주식회사 미술관담다","대전 동구","25","대전광역시","25010","동구"
"주식회사 미하라","경기 남양주시","31","경기도","31130","남양주시"
"주식회사 민병훈필름","제주 제주시","39","제주특별자치도","39010","제주시"
"주식회사 바른북스","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 바리칸토","서울 도봉구","11","서울특별시","11100","도봉구"
"주식회사 바림","전남 강진군","36","전라남도","36390","강진군"
"주식회사 박앤남","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 반다","강원 춘천시","32","강원도","32010","춘천시"
"주식회사 반디 디자인에 반하다","전남 광양시","36","전라남도","36060","광양시"
"주식회사 반음올림","인천 연수구","23","인천광역시","23040","연수구"
"주식회사 배우의꿈","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 백도컴퍼니","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 베지근연구소","제주 제주시","39","제주특별자치도","39010","제주시"
"주식회사 보롬","경기 군포시","31","경기도","31160","군포시"
"주식회사 보스토크프레스","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 보통","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 복합문화공간1901","대구 남구","22","대구광역시","22040","남구"
"주식회사 봄소프트","대전 유성구","25","대전광역시","25040","유성구"
"주식회사 봄풀출판","경기 파주시","31","경기도","31200","파주시"
"주식회사 부즈펌","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 부키","서울 서대문구","11","서울특별시","11130","서대문구"
"주식회사 북오션","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 뷰티인사이드","대구 북구","22","대구광역시","22050","북구"
"주식회사 브금대통령","서울 영등포구","11","서울특별시","11190","영등포구"
"주식회사 브리즈","대구 남구","22","대구광역시","22040","남구"
"주식회사 브릭웍스컴퍼니","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 브이라이트","경기 남양주시","31","경기도","31130","남양주시"
"주식회사 브이매직","서울 송파구","11","서울특별시","11240","송파구"
"주식회사 브이컴퍼니","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 블루라이트","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 블루스테이지","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 블루아트컴퍼니","대구 달성군","22","대구광역시","22310","달성군"
"주식회사 블룸워크","대전 대덕구","25","대전광역시","25050","대덕구"
"주식회사 블룸워크","대전 서구","25","대전광역시","25030","서구"
"주식회사 비마르","서울 송파구","11","서울특별시","11240","송파구"
"주식회사 비스츠앤네이티브스","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 비스킷","경기 부천시","31","경기도","31050","부천시"
"주식회사 비아이씨피쥐","서울 은평구","11","서울특별시","11120","은평구"
"주식회사 비앤인터렉티브","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 비즈니스북스","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 비피","대구 동구","22","대구광역시","22020","동구"
"주식회사 빅타임프로덕션","서울 중구","11","서울특별시","11020","중구"
"주식회사 빈티지하우스","서울 노원구","11","서울특별시","11110","노원구"
"주식회사 빌리빈","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 빌리빈","서울 서대문구","11","서울특별시","11130","서대문구"
"주식회사 사운드벨류","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 삼형제엔터테인먼트","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 상상","경북 칠곡군","37","경상북도","37390","칠곡군"
"주식회사 상상트리","인천 부평구","23","인천광역시","23060","부평구"
"주식회사 새하마노","경기 포천시","31","경기도","31270","포천시"
"주식회사 생각연구소","경북 영천시","37","경상북도","37070","영천시"
"주식회사 생활예술콘텐츠연구소프리즘","경북 구미시","37","경상북도","37050","구미시"
"주식회사 샤크플러스","인천 미추홀구","23","인천광역시","23090","미추홀구"
"주식회사 서울뮤직위크","서울 은평구","11","서울특별시","11120","은평구"
"주식회사 서울콘서트 매니지먼트","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 서울클래식음악협회","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 서정아트센터","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 선비문화관광연구소","경북 영주시","37","경상북도","37060","영주시"
"주식회사 설문대","제주 제주시","39","제주특별자치도","39010","제주시"
"주식회사 설악문화창조중심","강원 속초시","32","강원도","32060","속초시"
"주식회사 소셜멜로디","대구 남구","22","대구광역시","22040","남구"
"주식회사 소소한소통","서울 영등포구","11","서울특별시","11190","영등포구"
"주식회사 소울마크","서울 성북구","11","서울특별시","11080","성북구"
"주식회사 소원나무","경기 고양시","31","경기도","31100","고양시"
"주식회사 소파앤스파크","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 쇼그맨 엔터테이먼트","경기 고양시","31","경기도","31100","고양시"
"주식회사 쇼노트","서울 용산구","11","서울특별시","11030","용산구"
"주식회사 쇼당이엔티","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 수동예림","경기 고양시","31","경기도","31100","고양시"
"주식회사 수오서재","경기 파주시","31","경기도","31200","파주시"
"주식회사 수이앤엠","서울 은평구","11","서울특별시","11120","은평구"
"주식회사 수지","충북 청주시","33","충청북도","33040","청주시"
"주식회사 숨뮤직앤필름`","대구 남구","22","대구광역시","22040","남구"
"주식회사 숨비","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 숨비","서울 서대문구","11","서울특별시","11130","서대문구"
"주식회사 숨비","제주 제주시","39","제주특별자치도","39010","제주시"
"주식회사 숲","대구 수성구","22","대구광역시","22060","수성구"
"주식회사 스마프프로덕션","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 스카이스트","부산 해운대구","21","부산광역시","21090","해운대구"
"주식회사 스칼라 오페라","인천 중구","23","인천광역시","23010","중구"
"주식회사 스쿱","충남 천안시","34","충청남도","34010","천안시"
"주식회사 스타컴기획 (Starcom Planning)","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 스탠바이컴퍼니","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 스터디채널","경기 파주시","31","경기도","31200","파주시"
"주식회사 스토리펀치","서울 광진구","11","서울특별시","11050","광진구"
"주식회사 스톰프뮤직","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 스톰프뮤직","서울 강서구","11","서울특별시","11160","강서구"
"주식회사 스튜디오 반","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 스튜디오 세시","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 스튜디오그레이스","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 스튜디오봄봄","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 스튜디오선데이","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 스페셜아트","서울 동작구","11","서울특별시","11200","동작구"
"주식회사 스페이스앤피플","서울 중구","11","서울특별시","11020","중구"
"주식회사 스페이스엘비스","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 스푼북","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 싸바커뮤니케이션","서울 영등포구","11","서울특별시","11190","영등포구"
"주식회사 쌀롱쌀롱","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 써니엔터테인먼트","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 쏘쿨아프리카","서울 관악구","11","서울특별시","11210","관악구"
"주식회사 씨나인컬처스","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 씨어터오","서울 금천구","11","서울특별시","11180","금천구"
"주식회사 씨제스 아카데미","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 아도크리에이션","인천 남동구","23","인천광역시","23050","남동구"
"주식회사 아떼오드","경기 안성시","31","경기도","31220","안성시"
"주식회사 아떼오드","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 아뜰리에포노마드","강원 춘천시","32","강원도","32010","춘천시"
"주식회사 아라서","서울 영등포구","11","서울특별시","11190","영등포구"
"주식회사 아라핀","서울 서대문구","11","서울특별시","11130","서대문구"
"주식회사 아름담다","경기 성남시","31","경기도","31020","성남시"
"주식회사 아리이앤알","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 아시아","경기 파주시","31","경기도","31200","파주시"
"주식회사 아이","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 아이엠웍스","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 아이엠웰","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 아이엠웰","서울 송파구","11","서울특별시","11240","송파구"
"주식회사 아이원이앤티","서울 서대문구","11","서울특별시","11130","서대문구"
"주식회사 아일랜드팩토리 에이블","제주 제주시","39","제주특별자치도","39010","제주시"
"주식회사 아작","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 아작","서울 용산구","11","서울특별시","11030","용산구"
"주식회사 아직","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 아츠온","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 아토컴퍼니극단","대구 남구","22","대구광역시","22040","남구"
"주식회사 아트다","서울 영등포구","11","서울특별시","11190","영등포구"
"주식회사 아트램프","서울 구로구","11","서울특별시","11170","구로구"
"주식회사 아트랩","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 아트랩티","제주 서귀포시","39","제주특별자치도","39020","서귀포시"
"주식회사 아트렛","경기 의정부시","31","경기도","31030","의정부시"
"주식회사 아트로","대전 서구","25","대전광역시","25030","서구"
"주식회사 아트먼트","대전 서구","25","대전광역시","25030","서구"
"주식회사 아트버스킹","서울 성북구","11","서울특별시","11080","성북구"
"주식회사 아트브릿지","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 아트블랑켓","경기 수원시","31","경기도","31010","수원시"
"주식회사 아트숨비","서울 노원구","11","서울특별시","11110","노원구"
"주식회사 아트숨비","서울 은평구","11","서울특별시","11120","은평구"
"주식회사 아트시니어그룹","서울 서대문구","11","서울특별시","11130","서대문구"
"주식회사 아트윅스","경기 파주시","31","경기도","31200","파주시"
"주식회사 아트정거장","대구 중구","22","대구광역시","22010","중구"
"주식회사 아트컴퍼니달문","경기 화성시","31","경기도","31240","화성시"
"주식회사 아트토큰","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 아트파인드","경기 고양시","31","경기도","31100","고양시"
"주식회사 아트팝콘","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 아트플랫폼 동화","경기 성남시","31","경기도","31020","성남시"
"주식회사 아트플랫폼 동화","경기 의정부시","31","경기도","31030","의정부시"
"주식회사 아트플러스씨어터","대구 중구","22","대구광역시","22010","중구"
"주식회사 아트플러스씨어터","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 아트플레쉬","제주 제주시","39","제주특별자치도","39010","제주시"
"주식회사 아트플레이스","서울 용산구","11","서울특별시","11030","용산구"
"주식회사 아트필","강원 강릉시","32","강원도","32030","강릉시"
"주식회사 아트현","부산 금정구","21","부산광역시","21110","금정구"
"주식회사 악수","서울 영등포구","11","서울특별시","11190","영등포구"
"주식회사 안온북스","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 안컴퍼니","대구 수성구","22","대구광역시","22060","수성구"
"주식회사 알프스","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 앨리스","전남 순천시","36","전라남도","36030","순천시"
"주식회사 앰버린","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 얄라","인천 미추홀구","23","인천광역시","23090","미추홀구"
"주식회사 얘네들","충남 서산시","34","충청남도","34050","서산시"
"주식회사 어반콜라보","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 어블러","울산 남구","26","울산광역시","26020","남구"
"주식회사 어핑","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 에바댄스챌린지","인천 미추홀구","23","인천광역시","23090","미추홀구"
"주식회사 에바댄스챌린지","인천 서구","23","인천광역시","23080","서구"
"주식회사 에스씨엔","서울 관악구","11","서울특별시","11210","관악구"
"주식회사 에스알컴퍼니","대전 동구","25","대전광역시","25010","동구"
"주식회사 에스엔에프","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 에스오엠프렌즈 (SOM Friends)","부산 금정구","21","부산광역시","21110","금정구"
"주식회사 에스제이문화기획","서울 송파구","11","서울특별시","11240","송파구"
"주식회사 에스지 아트 컴퍼니","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 에이벡스","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 에이비씨코퍼레이션","전남 나주시","36","전라남도","36040","나주시"
"주식회사 에이씨피","광주 서구","24","광주광역시","24020","서구"
"주식회사 에이씨피","서울 강북구","11","서울특별시","11090","강북구"
"주식회사 에이씨피","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 에이아이포이에시스","서울 서대문구","11","서울특별시","11130","서대문구"
"주식회사 에이엔피리어드","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 에이엠지 엔터테인먼트","서울 구로구","11","서울특별시","11170","구로구"
"주식회사 에이치제이엔터테인먼트","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 에이치케이뮤즈","경기 파주시","31","경기도","31200","파주시"
"주식회사 에이투비즈","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 에이프릴이엔티","서울 용산구","11","서울특별시","11030","용산구"
"주식회사 에이피씨웍스","서울 중구","11","서울특별시","11020","중구"
"주식회사 에프엑스솔루션","서울 금천구","11","서울특별시","11180","금천구"
"주식회사 엔아이에이컴퍼니","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 엔와이에프","서울 강동구","11","서울특별시","11250","강동구"
"주식회사 엔터크라우드","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 엔터팔칠","경기 안산시","31","경기도","31090","안산시"
"주식회사 엔티엔랩","충남 천안시","34","충청남도","34010","천안시"
"주식회사 엔플러그","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 엘리","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 엘에스엠컴퍼니","서울 은평구","11","서울특별시","11120","은평구"
"주식회사 엘엔터테인먼트","경남 창원시","38","경상남도","38110","창원시"
"주식회사 엘와이제이","인천 연수구","23","인천광역시","23040","연수구"
"주식회사 엠엔터테인먼트","서울 구로구","11","서울특별시","11170","구로구"
"주식회사 엠제이스타피시","서울 성북구","11","서울특별시","11080","성북구"
"주식회사 엠티에스","대전 대덕구","25","대전광역시","25050","대덕구"
"주식회사 엠피엠지","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 여기우리","부산 연제구","21","부산광역시","21130","연제구"
"주식회사 여수와","전남 여수시","36","전라남도","36020","여수시"
"주식회사 역사비평사","경기 고양시","31","경기도","31100","고양시"
"주식회사 연필과 지우개","광주 서구","24","광주광역시","24020","서구"
"주식회사 연희단 팔산대","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 영마이스","부산 수영구","21","부산광역시","21140","수영구"
"주식회사 영앤리치","서울 노원구","11","서울특별시","11110","노원구"
"주식회사 예림","부산 해운대구","21","부산광역시","21090","해운대구"
"주식회사 예술공장","경남 창원시","38","경상남도","38110","창원시"
"주식회사 예술기획 달그리고창","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 예술기획파홀로","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 예형이앤씨","경북 영천시","37","경상북도","37070","영천시"
"주식회사 예화","서울 동작구","11","서울특별시","11200","동작구"
"주식회사 옐로우클립","서울 서대문구","11","서울특별시","11130","서대문구"
"주식회사 오드아이앤씨","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 오르아트","서울 서대문구","11","서울특별시","11130","서대문구"
"주식회사 오색빛닮","서울 중구","11","서울특별시","11020","중구"
"주식회사 오즈","경기 시흥시","31","경기도","31150","시흥시"
"주식회사 오카키오스크","서울 중구","11","서울특별시","11020","중구"
"주식회사 오토레코드","서울 도봉구","11","서울특별시","11100","도봉구"
"주식회사 오프더클립컴퍼니","경기 고양시","31","경기도","31100","고양시"
"주식회사 오픈갤러리","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 온스테이지무브먼트","서울 관악구","11","서울특별시","11210","관악구"
"주식회사 온아트","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 요호컴퍼니","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 우리문고","충북 청주시","33","충청북도","33040","청주시"
"주식회사 우리학교","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 우옴피","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 울토리","울산 중구","26","울산광역시","26010","중구"
"주식회사 움","부산 동래구","21","부산광역시","21060","동래구"
"주식회사 원밀리언","서울 성동구","11","서울특별시","11040","성동구"
"주식회사 웨이메이커","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 웨일북","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 웨일북","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 위너스아트컴퍼니","부산 남구","21","부산광역시","21070","남구"
"주식회사 위드에이치씨","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 위라이드","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 위사 제주도지점","제주 제주시","39","제주특별자치도","39010","제주시"
"주식회사 위아트","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 위치크래프트","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 위플레이프로덕션","서울 송파구","11","서울특별시","11240","송파구"
"주식회사 윌유엔터테인먼트","서울 도봉구","11","서울특별시","11100","도봉구"
"주식회사 윌유엔터테인먼트","서울 중구","11","서울특별시","11020","중구"
"주식회사 유니크튠즈","서울 중구","11","서울특별시","11020","중구"
"주식회사 유성아트","대전 유성구","25","대전광역시","25040","유성구"
"주식회사 음악저널","서울 서초구","11","서울특별시","11220","서초구"
"주식회사 음악저널","서울 중구","11","서울특별시","11020","중구"
"주식회사 이노아트","서울 마포구","11","서울특별시","11140","마포구"
"주식회사 이수엔터테인먼트","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 이에스생활문화","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 이에스생활문화","서울 용산구","11","서울특별시","11030","용산구"
"주식회사 이엔에이그룹","부산 해운대구","21","부산광역시","21090","해운대구"
"주식회사 이엠에프","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 이은아공방구슬땀","충남 천안시","34","충청남도","34010","천안시"
"주식회사 이은앤킴","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 이인","대구 남구","22","대구광역시","22040","남구"
"주식회사 이지","경기 이천시","31","경기도","31210","이천시"
"주식회사 이터널저니","부산 해운대구","21","부산광역시","21090","해운대구"
"주식회사 이화미","충남 천안시","34","충청남도","34010","천안시"
"주식회사 인문엠앤비","서울 종로구","11","서울특별시","11010","종로구"
"주식회사 인유어스타","서울 강서구","11","서울특별시","11160","강서구"
"주식회사 인컴퍼니","서울 강남구","11","서울특별시","11230","강남구"
"주식회사 인터아트채널","서울 용산구","11","서울특별시","11030","용산구"
"주식회사 인형극단꿀잼","경기 남양주시","31","경기도","31130","남양주시"
"주식회사 일리삼","경기 김포시","31","경기도","31230","김포시"
"주식회사 일상판타지","전남 해남군","36","전라남도","36400","해남군"
"주식회사 일시정지시네마","강원 춘천시","32","강원도","32010","춘천시"
