GRP_NM,LOCPLC_DC,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_CD_NM
"(사)세계문자서예협회","세종 연서면","29","세종특별자치시","29010","연서면"
"(사)한국국악협회 세종시지회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"(사)한국놀이문화협회세종지부","세종 장군면","29","세종특별자치시","29010","장군면"
"(사)한국무용협회세종시지회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"(사)한국문화예술산업진흥회 세종시지회","세종 어진동","29","세종특별자치시","29010","어진동"
"(사)한국미술협회세종지회","세종 연서면","29","세종특별자치시","29010","연서면"
"(사)한국조형미술협회 세종특별자치시지회","세종 나성동","29","세종특별자치시","29010","나성동"
"(사)한국조형미술협회 세종특별자치시지회","세종 보람동","29","세종특별자치시","29010","보람동"
"(사)한소리보존회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"(주)PAL문화유산센터","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"(주)미래엔","세종 연동면","29","세종특별자치시","29010","연동면"
"653예술상회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"NA_MU","세종 연동면","29","세종특별자치시","29010","연동면"
"ncas10g","세종 고창군","29","세종특별자치시","29010","고창군"
"ncas13g","세종 나성동","29","세종특별자치시","29010","나성동"
"ncas17g","세종 중구","29","세종특별자치시","29010","중구"
"ncas1g","세종 달서구","29","세종특별자치시","29010","달서구"
"ncas1g","세종 장군면","29","세종특별자치시","29010","장군면"
"ncas9g","세종 고창군","29","세종특별자치시","29010","고창군"
"가온누리 어린이합창단","세종 고운동","29","세종특별자치시","29010","고운동"
"감성스토리","세종 고운동","29","세종특별자치시","29010","고운동"
"광복회 세종시지부","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"국악실내악단끌림","세종 소담동","29","세종특별자치시","29010","소담동"
"국악앙상블 예다음","세종 소담동","29","세종특별자치시","29010","소담동"
"국악앙상블TaM(耽)","세종 종촌동","29","세종특별자치시","29010","종촌동"
"국악앙상블아띠누리","세종 어진동","29","세종특별자치시","29010","어진동"
"국악오케스트라 소율","세종 다정동","29","세종특별자치시","29010","다정동"
"국제아트컴퍼니 몸","세종 소담동","29","세종특별자치시","29010","소담동"
"극단 예락","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"극단 종이달","세종 어진동","29","세종특별자치시","29010","어진동"
"극단 책먹는 여우","세종 아름동","29","세종특별자치시","29010","아름동"
"극단길라잡이","세종 보람동","29","세종특별자치시","29010","보람동"
"극단메카네","세종 다정동","29","세종특별자치시","29010","다정동"
"극단메카네","세종 보람동","29","세종특별자치시","29010","보람동"
"극단메카네","세종 소담동","29","세종특별자치시","29010","소담동"
"극단메카네","세종 어진동","29","세종특별자치시","29010","어진동"
"극단예인","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"근린예술조합","세종 한솔동","29","세종특별자치시","29010","한솔동"
"금강의 소설가들","세종 도담동","29","세종특별자치시","29010","도담동"
"김무단댄스프로젝트","세종 보람동","29","세종특별자치시","29010","보람동"
"나무나무스토어","세종 소담동","29","세종특별자치시","29010","소담동"
"노래하는 그림책","세종 나성동","29","세종특별자치시","29010","나성동"
"뉴세종오페라단","세종 아름동","29","세종특별자치시","29010","아름동"
"늘푸른캠퍼스","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"다온","세종 반곡동","29","세종특별자치시","29010","반곡동"
"다인 앙상블","세종 아름동","29","세종특별자치시","29010","아름동"
"단하전통예술원","세종 나성동","29","세종특별자치시","29010","나성동"
"더 세움","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"더 크리에이티브 판","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"더 큰 행복을 찾아가는 세종하하공연단","세종 새롬동","29","세종특별자치시","29010","새롬동"
"더:춤","세종 종촌동","29","세종특별자치시","29010","종촌동"
"더원유스오케스트라","세종 고운동","29","세종특별자치시","29010","고운동"
"도원무용단","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"두잉지프로젝트","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"라디바(La Diva)","세종 종촌동","29","세종특별자치시","29010","종촌동"
"라라콜렉티브","세종 종촌동","29","세종특별자치시","29010","종촌동"
"라운즈","세종 다정동","29","세종특별자치시","29010","다정동"
"라포엠뮤지컬앙상블","세종 고운동","29","세종특별자치시","29010","고운동"
"레브","세종 고운동","29","세종특별자치시","29010","고운동"
"레알 슈팀메","세종 한솔동","29","세종특별자치시","29010","한솔동"
"리블링스앙상블","세종 어진동","29","세종특별자치시","29010","어진동"
"리얼매직","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"마실축제단","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"모두행복한가족오케스트라","세종 아름동","29","세종특별자치시","29010","아름동"
"모이라이","세종 보람동","29","세종특별자치시","29010","보람동"
"무용극단 마고지나","세종 종촌동","29","세종특별자치시","29010","종촌동"
"문아트스튜디오","세종 어진동","29","세종특별자치시","29010","어진동"
"문화","세종 보람동","29","세종특별자치시","29010","보람동"
"문화공작소협동조합","세종 어진동","29","세종특별자치시","29010","어진동"
"문화사이로","세종 소담동","29","세종특별자치시","29010","소담동"
"문화예술공동체 사름","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"문화예술교육공동체 미담보담 세종","세종 새롬동","29","세종특별자치시","29010","새롬동"
"문화예술교육공동체 예술로온(ON)&극단메카네","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"문화예술교육연구소 락","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"문화예술기획카푸","세종 고운동","29","세종특별자치시","29010","고운동"
"문화예술연구소 화빈","세종 고운동","29","세종특별자치시","29010","고운동"
"문화예술창의연구소 흥. 신. 소","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"뮤지토리","세종 대평동","29","세종특별자치시","29010","대평동"
"미담보담","세종 새롬동","29","세종특별자치시","29010","새롬동"
"민마루무용단","세종 아름동","29","세종특별자치시","29010","아름동"
"박광자 연(蓮) 무용단","세종 다정동","29","세종특별자치시","29010","다정동"
"박수영발레단","세종 도담동","29","세종특별자치시","29010","도담동"
"배주옥무용단","세종 한솔동","29","세종특별자치시","29010","한솔동"
"백수문학","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"벨리도 첼로 앙상블","세종 다정동","29","세종특별자치시","29010","다정동"
"본아트컴퍼니","세종 반곡동","29","세종특별자치시","29010","반곡동"
"본아트컴퍼니","세종 한솔동","29","세종특별자치시","29010","한솔동"
"봉정민무용단","세종 금남면","29","세종특별자치시","29010","금남면"
"블레싱 앙상블","세종 종촌동","29","세종특별자치시","29010","종촌동"
"블루메 챔버 오케스트라","세종 종촌동","29","세종특별자치시","29010","종촌동"
"비(備)","세종 고운동","29","세종특별자치시","29010","고운동"
"비밀정원","세종 대평동","29","세종특별자치시","29010","대평동"
"비오케이아트주식회사","세종 반곡동","29","세종특별자치시","29010","반곡동"
"비오케이컬쳐 주식회사","세종 반곡동","29","세종특별자치시","29010","반곡동"
"비욘드아트스튜디오","세종 부강면","29","세종특별자치시","29010","부강면"
"빵빵이극단 교육연구센터","세종 전의면","29","세종특별자치시","29010","전의면"
"빵빵이극단 교육연구회","세종 연기면","29","세종특별자치시","29010","연기면"
"사)한국연예예술인연합회세종지회","세종 장군면","29","세종특별자치시","29010","장군면"
"사)한국연예예술인연합회세종지회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"사)한국오카리나팬플룻총연합 세종동부지부","세종 보람동","29","세종특별자치시","29010","보람동"
"사단법인 보훈무용예술협회 세종특별자치시지회","세종 보람동","29","세종특별자치시","29010","보람동"
"사단법인 지역과문화","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"사단법인 한국고전머리협회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"사단법인 한국사진작가협회 세종지회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"사단법인 한국예총세종특별자치시 연합회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"사락사락","세종 다정동","29","세종특별자치시","29010","다정동"
"사잔법인 한국오카리나총연합 세종서부지부","세종 도담동","29","세종특별자치시","29010","도담동"
"삼버들협동조합","세종 부강면","29","세종특별자치시","29010","부강면"
"상상놀이학교 아이드리","세종 종촌동","29","세종특별자치시","29010","종촌동"
"선소리 산타령 연구보존회","세종 도담동","29","세종특별자치시","29010","도담동"
"세종 뉴 프리즘","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종 더 굿","세종 보람동","29","세종특별자치시","29010","보람동"
"세종 디아트라운지","세종 다정동","29","세종특별자치시","29010","다정동"
"세종 아르떼 앙상블","세종 아름동","29","세종특별자치시","29010","아름동"
"세종 프로미스","세종 아름동","29","세종특별자치시","29010","아름동"
"세종 플루트 앙상블","세종 고운동","29","세종특별자치시","29010","고운동"
"세종 플루트 앙상블","세종 아름동","29","세종특별자치시","29010","아름동"
"세종가야금연주단","세종 도담동","29","세종특별자치시","29010","도담동"
"세종가야금연주단해봄","세종 보람동","29","세종특별자치시","29010","보람동"
"세종공감미술협회","세종 금남면","29","세종특별자치시","29010","금남면"
"세종공연예술인협동조합","세종 나성동","29","세종특별자치시","29010","나성동"
"세종국악원","세종 나성동","29","세종특별자치시","29010","나성동"
"세종김관진실용음악학원","세종 아름동","29","세종특별자치시","29010","아름동"
"세종남성합창단","세종 도담동","29","세종특별자치시","29010","도담동"
"세종노바예술단","세종 도담동","29","세종특별자치시","29010","도담동"
"세종농악단","세종 소담동","29","세종특별자치시","29010","소담동"
"세종누리소리놀이패","세종 한솔동","29","세종특별자치시","29010","한솔동"
"세종마루시낭독회","세종 종촌동","29","세종특별자치시","29010","종촌동"
"세종무용단","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종묵향회","세종 소담동","29","세종특별자치시","29010","소담동"
"세종문학회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종문학회","세종 한솔동","29","세종특별자치시","29010","한솔동"
"세종문화예술교육협동조합","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종문화예술인네트워크","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종문화예술협의회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종문화원","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종민예총","세종 연기면","29","세종특별자치시","29010","연기면"
"세종민예총","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"(사)경상도민요보존회","부산 금정구","21","부산광역시","21110","금정구"
"세종벨라보체 여성합창단","세종 고운동","29","세종특별자치시","29010","고운동"
"세종솔리스트 앙상블","세종 한솔동","29","세종특별자치시","29010","한솔동"
"세종슈틸레앙상블","세종 새롬동","29","세종특별자치시","29010","새롬동"
"세종슈틸레앙상블","세종 아름동","29","세종특별자치시","29010","아름동"
"세종시 우캔하이 앙상블","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종시 프리마 성악연구회","세종 도담동","29","세종특별자치시","29010","도담동"
"세종시공예협동조합","세종 장군면","29","세종특별자치시","29010","장군면"
"세종시교향악단","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종시낭송예술인협회","세종 도담동","29","세종특별자치시","29010","도담동"
"세종시낭송인회","세종 고운동","29","세종특별자치시","29010","고운동"
"세종시레이디씽어즈합창단","세종 한솔동","29","세종특별자치시","29010","한솔동"
"세종시민극단 공감","세종 소담동","29","세종특별자치시","29010","소담동"
"세종시벨리댄스연맹","세종 아름동","29","세종특별자치시","29010","아름동"
"세종시벨리댄스연맹","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종시복사골예술단","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종시사생회","세종 종촌동","29","세종특별자치시","29010","종촌동"
"세종시사생회","세종 한솔동","29","세종특별자치시","29010","한솔동"
"세종시세루체합창단","세종 한솔동","29","세종특별자치시","29010","한솔동"
"세종시아름다운합창단","세종 아름동","29","세종특별자치시","29010","아름동"
"세종시아리랑보존회","세종 보람동","29","세종특별자치시","29010","보람동"
"세종시우회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종시음악연구회","세종 아름동","29","세종특별자치시","29010","아름동"
"세종시음협합창단","세종 어진동","29","세종특별자치시","29010","어진동"
"세종시음협합창단","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종시인협회","세종 전동면","29","세종특별자치시","29010","전동면"
"세종시인협회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종시장애인자립생활센터","세종 도담동","29","세종특별자치시","29010","도담동"
"세종시칸티아모합창단","세종 새롬동","29","세종특별자치시","29010","새롬동"
"세종시티발레단","세종 나성동","29","세종특별자치시","29010","나성동"
"세종시티발레단","세종 보람동","29","세종특별자치시","29010","보람동"
"세종시행복음악창작소","세종 나성동","29","세종특별자치시","29010","나성동"
"세종실버 가수협회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종아트색소폰오케스트라","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종엔클레프","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종예술기획","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종울림쇠예술단","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종윈드앙상블 온율","세종 어진동","29","세종특별자치시","29010","어진동"
"세종유스오케스트라","세종 한솔동","29","세종특별자치시","29010","한솔동"
"세종재능시낭송협회","세종 고운동","29","세종특별자치시","29010","고운동"
"세종재능시낭송협회","세종 반곡동","29","세종특별자치시","29010","반곡동"
"세종재즈협회","세종 다정동","29","세종특별자치시","29010","다정동"
"세종조각가협회","세종 금남면","29","세종특별자치시","29010","금남면"
"세종조각가협회","세종 연서면","29","세종특별자치시","29010","연서면"
"세종직장인밴드","세종 연서면","29","세종특별자치시","29010","연서면"
"세종챔버뮤직소사이어티","세종 나성동","29","세종특별자치시","29010","나성동"
"세종챔버뮤직소사이어티","세종 반곡동","29","세종특별자치시","29010","반곡동"
"세종챔버오케스트라","세종 한솔동","29","세종특별자치시","29010","한솔동"
"세종청년문화예술인협회","세종 어진동","29","세종특별자치시","29010","어진동"
"세종청소년오케스트라","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종청소년필하모닉","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종커뮤니티GX협동조합","세종 어진동","29","세종특별자치시","29010","어진동"
"세종퀸즈합창단","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종클랑앙상블","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"세종킹스청소년예술단","세종 한솔동","29","세종특별자치시","29010","한솔동"
"세종킹스콰이어","세종 다정동","29","세종특별자치시","29010","다정동"
"세종킹스콰이어","세종 도담동","29","세종특별자치시","29010","도담동"
"세종특별자치시","세종 보람동","29","세종특별자치시","29010","보람동"
"세종하모니앙상블","세종 도담동","29","세종특별자치시","29010","도담동"
"세종하모니앙상블","세종 소담동","29","세종특별자치시","29010","소담동"
"세종한얼민화회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"소향전통연희단","세종 새롬동","29","세종특별자치시","29010","새롬동"
"송브리즈","세종 장군면","29","세종특별자치시","29010","장군면"
"숲길작은도서관","세종 다정동","29","세종특별자치시","29010","다정동"
"스튜디오구구","세종 나성동","29","세종특별자치시","29010","나성동"
"스튜디오구구","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"시각예술의 미학 연구회","세종 종촌동","29","세종특별자치시","29010","종촌동"
"시네마다방","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"시에문학회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"시와에세이","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"쌍류리예술촌","세종 연서면","29","세종특별자치시","29010","연서면"
"쏘뇨피아노트리오","세종 반곡동","29","세종특별자치시","29010","반곡동"
"씨앗(SEE_ART)","세종 도담동","29","세종특별자치시","29010","도담동"
"씨앗(SEE_ART)","세종 새롬동","29","세종특별자치시","29010","새롬동"
"씨어터 세종","세종 장군면","29","세종특별자치시","29010","장군면"
"씽스토리뮤직","세종 종촌동","29","세종특별자치시","29010","종촌동"
"아띠 플루트앙상블","세종 나성동","29","세종특별자치시","29010","나성동"
"아름 청소년 오케스트라","세종 아름동","29","세종특별자치시","29010","아름동"
"아우어스토리(our story)","세종 금남면","29","세종특별자치시","29010","금남면"
"아토무용단","세종 보람동","29","세종특별자치시","29010","보람동"
"아토무용단","세종 연기면","29","세종특별자치시","29010","연기면"
"아토무용단","세종 연서면","29","세종특별자치시","29010","연서면"
"아트다다","세종 소담동","29","세종특별자치시","29010","소담동"
"아트디자인랩","세종 반곡동","29","세종특별자치시","29010","반곡동"
"아트팩토리공감","세종 장군면","29","세종특별자치시","29010","장군면"
"앙상블 봄","세종 종촌동","29","세종특별자치시","29010","종촌동"
"앙상블 오늘","세종 다정동","29","세종특별자치시","29010","다정동"
"앙상블 정음","세종 종촌동","29","세종특별자치시","29010","종촌동"
"엠지케이엔터테인먼트 아이엔씨 에피더미스","세종 고운동","29","세종특별자치시","29010","고운동"
"여우(女友)","세종 다정동","29","세종특별자치시","29010","다정동"
"여우(女友)","세종 아름동","29","세종특별자치시","29010","아름동"
"예술예다","세종 종촌동","29","세종특별자치시","29010","종촌동"
"오띠모 앙상블","세종 연기면","29","세종특별자치시","29010","연기면"
"오올","세종 새롬동","29","세종특별자치시","29010","새롬동"
"온이로아트","세종 도담동","29","세종특별자치시","29010","도담동"
"요노컴퍼니","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"우리아트컴퍼니","세종 장군면","29","세종특별자치시","29010","장군면"
"움적거리다","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"유비텍","세종 다정동","29","세종특별자치시","29010","다정동"
"유비텍","세종 동구","29","세종특별자치시","29010","동구"
"유비텍","세종 미추홀구","29","세종특별자치시","29010","미추홀구"
"유비텍","세종 서귀포시","29","세종특별자치시","29010","서귀포시"
"유비텍","세종 어진동","29","세종특별자치시","29010","어진동"
"유비텍","세종 연기면","29","세종특별자치시","29010","연기면"
"유비텍","세종 장군면","29","세종특별자치시","29010","장군면"
"유비텍","세종 전동면","29","세종특별자치시","29010","전동면"
"유비텍","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"유비텍","세종 종촌동","29","세종특별자치시","29010","종촌동"
"유은호빅밴드","세종 고운동","29","세종특별자치시","29010","고운동"
"유한회사 아르스 뮤직 에듀(Ars Music Edu. LLC.)","세종 고운동","29","세종특별자치시","29010","고운동"
"유혜리세종무용단","세종 새롬동","29","세종특별자치시","29010","새롬동"
"윤트리오","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"이모션콘텐츠","세종 소담동","29","세종특별자치시","29010","소담동"
"이수정 호수예인","세종 다정동","29","세종특별자치시","29010","다정동"
"이수정 호수예인","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"이찬주 춤 자료관","세종 도담동","29","세종특별자치시","29010","도담동"
"이츠무용단","세종 소담동","29","세종특별자치시","29010","소담동"
"재단법인 세종시문화재단","세종 어진동","29","세종특별자치시","29010","어진동"
"재단법인 세종시문화재단","세종 전의면","29","세종특별자치시","29010","전의면"
"재단법인 출판도시문화재단 세종지혜의숲","세종 나성동","29","세종특별자치시","29010","나성동"
"전동면짚풀공예사업단","세종 전동면","29","세종특별자치시","29010","전동면"
"전의비암예술단","세종 금남면","29","세종특별자치시","29010","금남면"
"전통연희단난장앤판세종지점","세종 나성동","29","세종특별자치시","29010","나성동"
"전통타악그룹 굿","세종 종촌동","29","세종특별자치시","29010","종촌동"
"정진구 발레베리떼","세종 나성동","29","세종특별자치시","29010","나성동"
"제로나인즈","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"제이 스트링 앙상블 (J String Ensemble)","세종 종촌동","29","세종특별자치시","29010","종촌동"
"제페토앙상블","세종 나성동","29","세종특별자치시","29010","나성동"
"조치원 도화무용단","세종 금남면","29","세종특별자치시","29010","금남면"
"조치원작은도서관","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"주식회사 라이트형제","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"주식회사 랩에이비씨","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"주식회사 오렌지베어 커뮤니케이션즈","세종 나성동","29","세종특별자치시","29010","나성동"
"주식회사 케이유스타","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"주식회사 파라독스 에비뉴","세종 중구","29","세종특별자치시","29010","중구"
"지뮤직인터네셔널 협동조합","세종 전동면","29","세종특별자치시","29010","전동면"
"창작집단 世鐘","세종 고운동","29","세종특별자치시","29010","고운동"
"창작집단 世鐘","세종 금남면","29","세종특별자치시","29010","금남면"
"충북.세종 가야금연구회 세종지부","세종 새롬동","29","세종특별자치시","29010","새롬동"
"충청시티발레단","세종 새롬동","29","세종특별자치시","29010","새롬동"
"카펠솔리스텐","세종 보람동","29","세종특별자치시","29010","보람동"
"카펠솔리스텐","세종 어진동","29","세종특별자치시","29010","어진동"
"코올","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"킹덤art","세종 대평동","29","세종특별자치시","29010","대평동"
"킹덤엔터테인먼트","세종 아름동","29","세종특별자치시","29010","아름동"
"팀마음이","세종 한솔동","29","세종특별자치시","29010","한솔동"
"파바쓰앙상블","세종 고운동","29","세종특별자치시","29010","고운동"
"퍼포스트라 호호클래식","세종 종촌동","29","세종특별자치시","29010","종촌동"
"편곡세상","세종 종촌동","29","세종특별자치시","29010","종촌동"
"포피언스세종","세종 보람동","29","세종특별자치시","29010","보람동"
"풍장소리 두레 보존회","세종 종촌동","29","세종특별자치시","29010","종촌동"
"퓨전국악그룹 풍류","세종 금남면","29","세종특별자치시","29010","금남면"
"퓨전국악그룹 풍류","세종 연기면","29","세종특별자치시","29010","연기면"
"프로젝트 D, 련","세종 소담동","29","세종특별자치시","29010","소담동"
"프로젝트 앙상블 모프","세종 새롬동","29","세종특별자치시","29010","새롬동"
"플롯시티","세종 고운동","29","세종특별자치시","29010","고운동"
"피움","세종 금남면","29","세종특별자치시","29010","금남면"
"피움협동조합","세종 금남면","29","세종특별자치시","29010","금남면"
"한국공연예술제작","세종 고운동","29","세종특별자치시","29010","고운동"
"한국독서교육문화연구소","세종 어진동","29","세종특별자치시","29010","어진동"
"한국독서교육문화연구소","세종 장군면","29","세종특별자치시","29010","장군면"
"한국매죽헌서화협회","세종 금남면","29","세종특별자치시","29010","금남면"
"한국매죽헌서화협회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"한국문인협회 세종시지회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"한국생활음악협회 세종지부","세종 한솔동","29","세종특별자치시","29010","한솔동"
"한국서예협회세종시지회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"한국연극협회 세종특별자치시 지회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"한국영상대학교산학협력단","세종 장군면","29","세종특별자치시","29010","장군면"
"한국예술심리상담소","세종 전의면","29","세종특별자치시","29010","전의면"
"한국음악앙상블 興","세종 소정면","29","세종특별자치시","29010","소정면"
"한국전통가무악연구원","세종 고운동","29","세종특별자치시","29010","고운동"
"한누리 국악원","세종 보람동","29","세종특별자치시","29010","보람동"
"한음오페라단","세종 고운동","29","세종특별자치시","29010","고운동"
"한음오페라단","세종 어진동","29","세종특별자치시","29010","어진동"
"한음오페라단","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"행복도시필하모닉오케스트라","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"협동조합 손에손에","세종 나성동","29","세종특별자치시","29010","나성동"
"화풍당","세종 금남면","29","세종특별자치시","29010","금남면"
"휴먼스토리","세종 반곡동","29","세종특별자치시","29010","반곡동"
"MMM","경기 과천시","31","경기도","31110","과천시"
"고은숙무용단","강원 원주시","32","강원도","32020","원주시"
"국제문학문인협회","서울 광진구","11","서울특별시","11050","광진구"
"극단 재준이","서울 송파구","11","서울특별시","11240","송파구"
"극단 하","서울 강북구","11","서울특별시","11090","강북구"
"극단예전","대구 남구","22","대구광역시","22040","남구"
"금수","대구 남구","22","대구광역시","22040","남구"
"내손의 반딧불","경기 의왕시","31","경기도","31170","의왕시"
"대전여성문학회","대전 서구","25","대전광역시","25030","서구"
"더 플롯","경기 성남시","31","경기도","31020","성남시"
"마당","대전 중구","25","대전광역시","25020","중구"
"미술공감채움","전북 군산시","35","전라북도","35020","군산시"
"바탕곶","울산 중구","26","울산광역시","26010","중구"
"베이비필","대전 동구","25","대전광역시","25010","동구"
"부산아동문학인협회","부산 수영구","21","부산광역시","21140","수영구"
"불도저","서울 마포구","11","서울특별시","11140","마포구"
"사단법인 희망나눔","대구 수성구","22","대구광역시","22060","수성구"
"산이악회","대구 남구","22","대구광역시","22040","남구"
"숨다","서울 노원구","11","서울특별시","11110","노원구"
"신개념회","대전 중구","25","대전광역시","25020","중구"
"악수(AXOO)","서울 영등포구","11","서울특별시","11190","영등포구"
"알에이티 프로젝트","서울 용산구","11","서울특별시","11030","용산구"
"엠플랜","대구 동구","22","대구광역시","22020","동구"
"오디","인천 서구","23","인천광역시","23080","서구"
"오소록","충북 청주시","33","충청북도","33040","청주시"
"올랑","세종 대평동","29","세종특별자치시","29010","대평동"
"제주애","제주 제주시","39","제주특별자치도","39010","제주시"
"존하세zoneHASE","강원 양구군","32","강원도","32380","양구군"
"진천군","충북 진천군","33","충청북도","33350","진천군"
"창극프로젝트 소리치다","광주 동구","24","광주광역시","24010","동구"
"팀쏘뇨","광주 북구","24","광주광역시","24040","북구"
"팩토리88","서울 성북구","11","서울특별시","11080","성북구"
"평양예술단","경기 파주시","31","경기도","31200","파주시"
"피아프 (pia:f)","경기 수원시","31","경기도","31010","수원시"
"한국문학","서울 종로구","11","서울특별시","11010","종로구"
"한국춤 더함+","대구 서구","22","대구광역시","22030","서구"
"인형 극단","전남 순천시","36","전라남도","36030","순천시"
"'탁주'조합","부산 중구","21","부산광역시","21010","중구"
"( 사)한국음악협회 익산지부","전북 익산시","35","전라북도","35030","익산시"
"((사)환경미술협회 인천광역시지회","인천 중구","23","인천광역시","23010","중구"
"(Art Party)비창","서울 서대문구","11","서울특별시","11130","서대문구"
"(DMZ)문화예술공간 통","경기 파주시","31","경기도","31200","파주시"
"(극단) 나는세상","서울 종로구","11","서울특별시","11010","종로구"
"(극단)토끼가사는달","대전 서구","25","대전광역시","25030","서구"
"(극단)토끼가사는달","대전 유성구","25","대전광역시","25040","유성구"
"(문화집단)너느로","서울 은평구","11","서울특별시","11120","은평구"
"(사) 국가무형문화재 남해안별신굿보존회","경남 통영시","38","경상남도","38050","통영시"
"(사) 국립한글박물관후원회","서울 용산구","11","서울특별시","11030","용산구"
"(사)강원민예총","강원 춘천시","32","강원도","32010","춘천시"
"(주)삼봉","경남 함안군","38","경상남도","38320","함안군"
"경상남도","경남 창원시","38","경상남도","38110","창원시"
"극단 Y","광주 북구","24","광주광역시","24040","북구"
"꼭두","경기 수원시","31","경기도","31010","수원시"
"다산북스","경기 파주시","31","경기도","31200","파주시"
"대평중학교","대구 서구","22","대구광역시","22030","서구"
"라요","강원 춘천시","32","강원도","32010","춘천시"
"문화수리공","인천 중구","23","인천광역시","23010","중구"
"뮤지콘","강원 원주시","32","강원도","32020","원주시"
"미소","경기 수원시","31","경기도","31010","수원시"
"사단법인 나스","경기 양평군","31","경기도","31380","양평군"
"소리슬아","전북 전주시","35","전라북도","35010","전주시"
"영리한땅","경기 의왕시","31","경기도","31170","의왕시"
"오롯","경기 화성시","31","경기도","31240","화성시"
"울산예음회","울산 남구","26","울산광역시","26020","남구"
"중앙출판사","경기 고양시","31","경기도","31100","고양시"
"창작플레이","대구 남구","22","대구광역시","22040","남구"
"퍼폼","경기 파주시","31","경기도","31200","파주시"
